"uuid","viewDistance","px2mm","cardWidthPx"
"3f609091-4449-4d7c-bf14-1787c6f2cc69",42.13,3.79,324
"3f609091-4449-4d7c-bf14-1787c6f2cc69",54.348,3.79,324
"3f609091-4449-4d7c-bf14-1787c6f2cc69",54.858,3.79,324
"3fa401bc-c3c5-4146-901c-51a1e8486326",45.801,5.26,450
"3fa401bc-c3c5-4146-901c-51a1e8486326",45.379,5.26,450
"3fa401bc-c3c5-4146-901c-51a1e8486326",46.477,5.26,450
"401f1c81-afc1-493b-a78c-4cd1f337db18",45.768,4.1,351
"401f1c81-afc1-493b-a78c-4cd1f337db18",43.991,4.1,351
"401f1c81-afc1-493b-a78c-4cd1f337db18",44.336,4.1,351
"406df306-77fa-4355-8098-87cbd4f32d61",48.15,2.84,243
"406df306-77fa-4355-8098-87cbd4f32d61",46.247,2.84,243
"406df306-77fa-4355-8098-87cbd4f32d61",47.603,2.84,243
"407ed52b-e1ee-4871-8bf9-a18193496fb5",44.31,3.79,324
"407ed52b-e1ee-4871-8bf9-a18193496fb5",48.045,3.79,324
"407ed52b-e1ee-4871-8bf9-a18193496fb5",48.469,3.79,324
"416a6208-9bd3-47e8-aa7d-c9e99560ac65",45.494,5.68,486
"416a6208-9bd3-47e8-aa7d-c9e99560ac65",46.004,5.68,486
"416a6208-9bd3-47e8-aa7d-c9e99560ac65",46.593,5.68,486
"41a2c8a2-16c8-4db5-87fa-459062035387",61.601,5.15,441
"41a2c8a2-16c8-4db5-87fa-459062035387",53.147,5.15,441
"41a2c8a2-16c8-4db5-87fa-459062035387",50.544,5.15,441
"4207c88e-5d15-4a6a-b10f-f9c892e5fbf0",60.125,4.1,351
"4207c88e-5d15-4a6a-b10f-f9c892e5fbf0",60.11,4.1,351
"4207c88e-5d15-4a6a-b10f-f9c892e5fbf0",57.456,4.1,351
"42308f03-59a3-42a9-af6a-23a8bb604e46",36.054,5.26,450
"42308f03-59a3-42a9-af6a-23a8bb604e46",33.655,5.26,450
"42308f03-59a3-42a9-af6a-23a8bb604e46",34.961,5.26,450
"4238998f-5a9c-42cd-97f9-c5fbc30b1d56",39.853,3.68,315
"4238998f-5a9c-42cd-97f9-c5fbc30b1d56",41.076,3.68,315
"4238998f-5a9c-42cd-97f9-c5fbc30b1d56",47.081,3.68,315
"429658b2-60f1-496b-8968-03157af894fa",36.884,5.47,468
"429658b2-60f1-496b-8968-03157af894fa",39.473,5.47,468
"429658b2-60f1-496b-8968-03157af894fa",39.627,5.47,468
"42de9348-d69f-442f-92b4-9bbbe5b7c667",49.552,5.26,450
"42de9348-d69f-442f-92b4-9bbbe5b7c667",48.43,5.26,450
"42de9348-d69f-442f-92b4-9bbbe5b7c667",49.064,5.26,450
"42e8fea0-7957-44c5-aec2-307ec9309d24",46.935,5.26,450
"42e8fea0-7957-44c5-aec2-307ec9309d24",46.89,5.26,450
"435d5a5e-dcc2-4a70-8ef3-57bdfbeaf89b",49.688,5.05,432
"435d5a5e-dcc2-4a70-8ef3-57bdfbeaf89b",45.953,5.05,432
"435d5a5e-dcc2-4a70-8ef3-57bdfbeaf89b",46.595,5.05,432
"436c59da-b8cc-4b3b-a0a4-0d7a7ad4d82a",23.283,7.15,612
"436c59da-b8cc-4b3b-a0a4-0d7a7ad4d82a",21.202,7.15,612
"436c59da-b8cc-4b3b-a0a4-0d7a7ad4d82a",22.762,7.15,612
"4382a85e-bd93-4852-8146-e4ff01aad9f0",56.367,3.68,315
"4382a85e-bd93-4852-8146-e4ff01aad9f0",55.737,3.68,315
"4382a85e-bd93-4852-8146-e4ff01aad9f0",51.642,3.68,315
"44085f28-7a03-4bc9-b054-d45796fa8b6d",57.039,4,342
"44085f28-7a03-4bc9-b054-d45796fa8b6d",35.569,4,342
"44085f28-7a03-4bc9-b054-d45796fa8b6d",56.744,4,342
"440e1904-ee17-45fd-a144-ac6b4b7a6824",56.738,4.52,387
"440e1904-ee17-45fd-a144-ac6b4b7a6824",26.884,4.52,387
"440e1904-ee17-45fd-a144-ac6b4b7a6824",58.815,4.52,387
"4432160b-4ed4-44f1-af5d-3eea91759275",25.216,4.1,351
"4432160b-4ed4-44f1-af5d-3eea91759275",43.588,4.1,351
"4432160b-4ed4-44f1-af5d-3eea91759275",53.711,4.1,351
"448f7f25-ccf2-494a-9b3c-16a28921539d",58.51,3.57,306
"448f7f25-ccf2-494a-9b3c-16a28921539d",67.235,3.57,306
"448f7f25-ccf2-494a-9b3c-16a28921539d",65.827,3.57,306
"449ae831-6094-45d6-8777-9fc95cb1dd80",48.029,4.1,351
"449ae831-6094-45d6-8777-9fc95cb1dd80",44.457,4.1,351
"449ae831-6094-45d6-8777-9fc95cb1dd80",45.166,4.1,351
"44ee3eee-2d49-4586-adf0-f636662de857",41.949,4.42,378
"44ee3eee-2d49-4586-adf0-f636662de857",39.696,4.42,378
"44ee3eee-2d49-4586-adf0-f636662de857",40.178,4.42,378
"4500715a-643d-4091-b743-3c8a4b708239",57.697,3.79,324
"4500715a-643d-4091-b743-3c8a4b708239",51.769,3.79,324
"4500715a-643d-4091-b743-3c8a4b708239",56.246,3.79,324
"450c3a06-729f-4f7a-918a-61f0341a0c1b",43.781,4.63,396
"450c3a06-729f-4f7a-918a-61f0341a0c1b",40.328,4.63,396
"450c3a06-729f-4f7a-918a-61f0341a0c1b",39.613,4.63,396
"451816b1-9d09-47f3-8e29-80a670455f35",46.135,4.84,414
"451816b1-9d09-47f3-8e29-80a670455f35",53.301,4.84,414
"451816b1-9d09-47f3-8e29-80a670455f35",47.585,4.84,414
"453d0547-3873-4c8e-b638-78a9c6e4e5f7",58.467,5.99,513
"453d0547-3873-4c8e-b638-78a9c6e4e5f7",29.357,5.99,513
"453d0547-3873-4c8e-b638-78a9c6e4e5f7",29.644,5.99,513
"454d3746-c20f-4072-a810-c4d77e8f313c",47.938,4.21,360
"454d3746-c20f-4072-a810-c4d77e8f313c",46.754,4.21,360
"454d3746-c20f-4072-a810-c4d77e8f313c",48.092,4.21,360
"4589aa5d-3fde-49c4-8349-d3c56bacc81f",59.85,3.47,297
"4589aa5d-3fde-49c4-8349-d3c56bacc81f",58.796,3.47,297
"4589aa5d-3fde-49c4-8349-d3c56bacc81f",58.187,3.47,297
"45e567e4-1fa7-4ec5-acd3-a002df6753b8",41.672,5.36,459
"45e567e4-1fa7-4ec5-acd3-a002df6753b8",39.772,5.36,459
"45e567e4-1fa7-4ec5-acd3-a002df6753b8",39.151,5.36,459
"45f0bbe9-fffe-438f-9b44-0debcc00dfbf",54.747,5.26,450
"45f0bbe9-fffe-438f-9b44-0debcc00dfbf",54.154,5.26,450
"45f0bbe9-fffe-438f-9b44-0debcc00dfbf",63.068,5.26,450
"45ffa49e-3db6-4ca9-a681-3b9a248a7a59",49.867,5.05,432
"45ffa49e-3db6-4ca9-a681-3b9a248a7a59",46.235,5.05,432
"45ffa49e-3db6-4ca9-a681-3b9a248a7a59",47.111,5.05,432
"46026b88-5782-4525-9518-fd87617fd2c3",50.445,5.15,441
"46026b88-5782-4525-9518-fd87617fd2c3",50.142,5.15,441
"46026b88-5782-4525-9518-fd87617fd2c3",35.924,5.15,441
"462676c8-f0c1-4b52-9807-7356468e3a50",52.188,5.68,486
"462676c8-f0c1-4b52-9807-7356468e3a50",49.498,5.68,486
"462676c8-f0c1-4b52-9807-7356468e3a50",50.108,5.68,486
"46442b8a-85f2-4963-8ed6-40bbcb8fc4e1",45.766,4.73,405
"46442b8a-85f2-4963-8ed6-40bbcb8fc4e1",43.148,4.73,405
"46442b8a-85f2-4963-8ed6-40bbcb8fc4e1",43.609,4.73,405
"467d4147-6d35-4b20-bb91-bd4f9df15ec1",38.269,5.15,441
"467d4147-6d35-4b20-bb91-bd4f9df15ec1",38.511,5.15,441
"467d4147-6d35-4b20-bb91-bd4f9df15ec1",38.112,5.15,441
"468ae3d8-72e5-4b0d-9722-ebee91f9406e",56.861,5.26,450
"468ae3d8-72e5-4b0d-9722-ebee91f9406e",56.946,5.26,450
"468ae3d8-72e5-4b0d-9722-ebee91f9406e",54.077,5.26,450
"469705c4-34f4-4d5e-9c88-4c3bb3eceec3",32.548,5.68,486
"469705c4-34f4-4d5e-9c88-4c3bb3eceec3",35.304,5.68,486
"469705c4-34f4-4d5e-9c88-4c3bb3eceec3",35.591,5.68,486
"46bc8f79-5594-4e6b-aef1-f530397d91e3",25.583,4.52,387
"46bc8f79-5594-4e6b-aef1-f530397d91e3",57.26,4.52,387
"46bc8f79-5594-4e6b-aef1-f530397d91e3",54.285,4.52,387
"46fbb1b2-8c2c-4174-b20b-5e7ba37bdd8b",54.915,4.31,369
"46fbb1b2-8c2c-4174-b20b-5e7ba37bdd8b",51.437,4.31,369
"46fbb1b2-8c2c-4174-b20b-5e7ba37bdd8b",51.218,4.31,369
"47277ece-1cc9-4981-99d4-20dbe10d0765",54.853,3.68,315
"47277ece-1cc9-4981-99d4-20dbe10d0765",58.08,3.68,315
"47277ece-1cc9-4981-99d4-20dbe10d0765",54.595,3.68,315
"478e4be4-0aef-4518-ba49-00da92c28e5c",52.084,4.52,387
"478e4be4-0aef-4518-ba49-00da92c28e5c",44.386,4.52,387
"478e4be4-0aef-4518-ba49-00da92c28e5c",46.892,4.52,387
"47abed69-4041-4c0d-a952-0e3d271f8490",49.731,4.1,351
"47abed69-4041-4c0d-a952-0e3d271f8490",50.605,4.1,351
"47abed69-4041-4c0d-a952-0e3d271f8490",54.271,4.1,351
"47bffd5e-ae45-486b-ad13-2a442918908e",66.777,4.1,351
"47bffd5e-ae45-486b-ad13-2a442918908e",64.382,4.1,351
"47bffd5e-ae45-486b-ad13-2a442918908e",63.96,4.1,351
"4836a70a-15bd-480f-b6c4-28015672b632",33.686,5.26,450
"4836a70a-15bd-480f-b6c4-28015672b632",31.888,5.26,450
"4836a70a-15bd-480f-b6c4-28015672b632",31.606,5.26,450
"48389108-5c68-49d7-8d5a-ac89f2566b03",49.31,4.52,387
"48389108-5c68-49d7-8d5a-ac89f2566b03",50.313,4.52,387
"48389108-5c68-49d7-8d5a-ac89f2566b03",45.939,4.52,387
"4840497c-6b83-4cdb-947e-cb1b4d458926",55.361,4,342
"4840497c-6b83-4cdb-947e-cb1b4d458926",53.731,4,342
"4840497c-6b83-4cdb-947e-cb1b4d458926",53.598,4,342
"485324f1-16e6-4785-8d23-0501ade70d35",51.122,4.1,351
"485324f1-16e6-4785-8d23-0501ade70d35",46.045,4.1,351
"485324f1-16e6-4785-8d23-0501ade70d35",46.217,4.1,351
"48cad1f0-3f9f-464e-aaf3-57f6d67b80d5",29.21,5.26,450
"48cad1f0-3f9f-464e-aaf3-57f6d67b80d5",37.885,5.26,450
"48cad1f0-3f9f-464e-aaf3-57f6d67b80d5",31.317,5.26,450
"48d5822f-4dae-4c1b-b5ac-c536a5bb7a65",38.304,3.79,324
"48d5822f-4dae-4c1b-b5ac-c536a5bb7a65",35.869,3.79,324
"48d5822f-4dae-4c1b-b5ac-c536a5bb7a65",41.257,3.79,324
"48f9a63a-61e7-4afd-aaad-5e6f6373d3ae",26.538,3.68,315
"48f9a63a-61e7-4afd-aaad-5e6f6373d3ae",50.624,3.68,315
"48f9a63a-61e7-4afd-aaad-5e6f6373d3ae",56.81,3.68,315
"49297bad-88ba-4675-ad19-1078583fa859",59.572,3.79,324
"49297bad-88ba-4675-ad19-1078583fa859",67.852,3.79,324
"49297bad-88ba-4675-ad19-1078583fa859",67.963,3.79,324
"49a3d795-382f-4560-bbe4-cfa73c16f418",22.961,5.99,513
"49a3d795-382f-4560-bbe4-cfa73c16f418",23.397,5.99,513
"49a3d795-382f-4560-bbe4-cfa73c16f418",22.801,5.99,513
"49c8499a-b812-47e3-967d-30390df0b5ef",50.323,4,342
"49c8499a-b812-47e3-967d-30390df0b5ef",59.747,4,342
"49c8499a-b812-47e3-967d-30390df0b5ef",59.404,4,342
"49f02546-44bd-4bfd-a0fc-66609c2e252d",45.6,4.31,369
"49f02546-44bd-4bfd-a0fc-66609c2e252d",43.697,4.31,369
"49f02546-44bd-4bfd-a0fc-66609c2e252d",37.066,4.31,369
"4a5ec747-55a4-4110-b666-d101ea81e3be",51.767,4.39,746.73
"4a5ec747-55a4-4110-b666-d101ea81e3be",51.06,4.39,746.73
"4a5ec747-55a4-4110-b666-d101ea81e3be",46.486,4.39,746.73
"4ad5613e-c44a-4100-bc36-43468e854077",64.946,5.15,441
"4ad5613e-c44a-4100-bc36-43468e854077",51.091,5.15,441
"4ad5613e-c44a-4100-bc36-43468e854077",29.2,5.15,441
"4b114710-1174-4abe-8db9-2f973e948e9f",42.411,4.63,396
"4b114710-1174-4abe-8db9-2f973e948e9f",41.735,4.63,396
"4b114710-1174-4abe-8db9-2f973e948e9f",50.31,4.63,396
"4b4b161a-67c6-4107-8e0a-6130a83c676d",66.397,4.1,351
"4b4b161a-67c6-4107-8e0a-6130a83c676d",65.619,4.1,351
"4b4b161a-67c6-4107-8e0a-6130a83c676d",65.12,4.1,351
"4b684406-2a5a-49cd-a0f6-d0eb1d71fdfb",44.675,5.47,468
"4b684406-2a5a-49cd-a0f6-d0eb1d71fdfb",49.304,5.47,468
"4b684406-2a5a-49cd-a0f6-d0eb1d71fdfb",49.078,5.47,468
"4b6b6601-acb3-4a45-a62b-5ccb2a11f73e",40.722,2.73,234
"4b6b6601-acb3-4a45-a62b-5ccb2a11f73e",43.057,2.73,234
"4b6b6601-acb3-4a45-a62b-5ccb2a11f73e",56.668,2.73,234
"4b71be0e-1cd3-458b-b730-305b7fa656ca",48.833,3.68,315
"4b71be0e-1cd3-458b-b730-305b7fa656ca",42.921,3.68,315
"4b71be0e-1cd3-458b-b730-305b7fa656ca",26.364,3.68,315
"4c70a6de-6673-4217-b3fc-dac3eb8189aa",55.161,5.05,432
"4c70a6de-6673-4217-b3fc-dac3eb8189aa",54.62,5.05,432
"4c70a6de-6673-4217-b3fc-dac3eb8189aa",54.041,5.05,432
"4c9418cf-d27b-4066-98e5-6a4bff253001",45.807,5.15,441
"4c9418cf-d27b-4066-98e5-6a4bff253001",41.531,5.15,441
"4c9418cf-d27b-4066-98e5-6a4bff253001",42.659,5.15,441
"4ca17fa6-500d-4194-8bf7-7631cc46ce23",49.715,4.1,351
"4ca17fa6-500d-4194-8bf7-7631cc46ce23",50.232,4.1,351
"4ca17fa6-500d-4194-8bf7-7631cc46ce23",50.742,4.1,351
"4cd2301a-1089-49d1-a631-35c597206dcf",53.171,3.57,306
"4cd2301a-1089-49d1-a631-35c597206dcf",58.542,3.57,306
"4cd2301a-1089-49d1-a631-35c597206dcf",65.679,3.57,306
"4cf3e575-6622-4b34-8568-78c5520af601",39.301,3.79,324
"4cf3e575-6622-4b34-8568-78c5520af601",41.685,3.79,324
"4cf3e575-6622-4b34-8568-78c5520af601",36.867,3.79,324
"4d321356-c75e-4868-a0a2-5d70e690be8d",51.565,4.1,351
"4d321356-c75e-4868-a0a2-5d70e690be8d",43.03,4.1,351
"4d321356-c75e-4868-a0a2-5d70e690be8d",41.505,4.1,351
"4d6b6dfd-f442-48c1-a7ef-405533f70811",49.06,4.1,351
"4d6b6dfd-f442-48c1-a7ef-405533f70811",46.447,4.1,351
"4d6b6dfd-f442-48c1-a7ef-405533f70811",48.343,4.1,351
"4d7ecd8c-e2eb-436f-b779-5f37ccff3970",49.99,5.26,450
"4d7ecd8c-e2eb-436f-b779-5f37ccff3970",38.932,5.26,450
"4d7ecd8c-e2eb-436f-b779-5f37ccff3970",34.687,5.26,450
"4d8f4ead-d374-4d9f-b857-60167ea1468a",39.705,5.15,441
"4d8f4ead-d374-4d9f-b857-60167ea1468a",39.477,5.15,441
"4d8f4ead-d374-4d9f-b857-60167ea1468a",40.543,5.15,441
"4d97470d-fabc-44dd-ab70-47c65c6f2fad",46.884,3.47,297
"4d97470d-fabc-44dd-ab70-47c65c6f2fad",38.798,3.47,297
"4d97470d-fabc-44dd-ab70-47c65c6f2fad",39.445,3.47,297
"4dc7466e-d55d-4001-bd39-3e21e2caffdd",54.213,3.79,324
"4dc7466e-d55d-4001-bd39-3e21e2caffdd",53.21,3.79,324
"4dc7466e-d55d-4001-bd39-3e21e2caffdd",54.023,3.79,324
"4e194fa5-513f-458e-a30e-18e143f9483e",55.673,3.57,306
"4e194fa5-513f-458e-a30e-18e143f9483e",46.479,3.57,306
"4e194fa5-513f-458e-a30e-18e143f9483e",51.09,3.57,306
"4e2cfdca-971c-4558-a9a3-ca8802659ba3",52.345,4.63,396
"4e2cfdca-971c-4558-a9a3-ca8802659ba3",65.233,4.63,396
"4e2cfdca-971c-4558-a9a3-ca8802659ba3",54.158,4.63,396
"4e3209c9-325a-4515-a17c-15a2331314ca",56.586,3.68,315
"4e3209c9-325a-4515-a17c-15a2331314ca",64.869,3.68,315
"4e3209c9-325a-4515-a17c-15a2331314ca",62.914,3.68,315
"4e4d0054-6511-4bfb-89df-a36b587a7a7c",61.411,3.79,324
"4e4d0054-6511-4bfb-89df-a36b587a7a7c",50.431,3.79,324
"4e4d0054-6511-4bfb-89df-a36b587a7a7c",57.672,3.79,324
"4e52c17b-f3a1-4853-9893-c656d79ef5e5",31.153,5.15,441
"4e52c17b-f3a1-4853-9893-c656d79ef5e5",32.321,5.15,441
"4e52c17b-f3a1-4853-9893-c656d79ef5e5",31.126,5.15,441
"4ef58c70-518b-4bfa-88da-d67f4245730d",57.601,4.1,351
"4ef58c70-518b-4bfa-88da-d67f4245730d",53.97,4.1,351
"4ef58c70-518b-4bfa-88da-d67f4245730d",52.33,4.1,351
"4f014cab-33fc-47d6-99a9-06ddcda0aaf3",62.166,4.52,387
"4f014cab-33fc-47d6-99a9-06ddcda0aaf3",59.914,4.52,387
"4f014cab-33fc-47d6-99a9-06ddcda0aaf3",62.508,4.52,387
"4f10d60e-9080-40f3-a4c2-c5a57b362d60",39.948,4.21,360
"4f10d60e-9080-40f3-a4c2-c5a57b362d60",41.726,4.21,360
"4f10d60e-9080-40f3-a4c2-c5a57b362d60",39.392,4.21,360
"4f2289a5-f8fc-4a31-a5f0-376054343c9c",56.443,4.63,396
"4f2289a5-f8fc-4a31-a5f0-376054343c9c",52.083,4.63,396
"4f2289a5-f8fc-4a31-a5f0-376054343c9c",49.915,4.63,396
"4f4cce84-adaf-4e1a-a094-9b6854e4224f",54.004,4.52,387
"4f4cce84-adaf-4e1a-a094-9b6854e4224f",49.056,4.52,387
"4f4cce84-adaf-4e1a-a094-9b6854e4224f",50.937,4.52,387
"4f7751dc-80e2-4aab-8441-8f889a70689e",50.314,5.26,450
"4f7751dc-80e2-4aab-8441-8f889a70689e",54.311,5.26,450
"4f7751dc-80e2-4aab-8441-8f889a70689e",60.985,5.26,450
"4f94a0bb-1ffc-455f-b31c-e38ef8ae94e9",62.09,4.52,387
"4f94a0bb-1ffc-455f-b31c-e38ef8ae94e9",63.049,4.52,387
"4f94a0bb-1ffc-455f-b31c-e38ef8ae94e9",64.513,4.52,387
"4fa86196-97df-4c7d-bade-8cf87ae9165c",46.608,5.26,450
"4fa86196-97df-4c7d-bade-8cf87ae9165c",38.832,5.26,450
"4fa86196-97df-4c7d-bade-8cf87ae9165c",37.407,5.26,450
"4fbc8e50-5acb-46dd-8079-6fdaa00f4d9d",49.467,3.79,324
"4fbc8e50-5acb-46dd-8079-6fdaa00f4d9d",47.941,3.79,324
"4fbc8e50-5acb-46dd-8079-6fdaa00f4d9d",47.656,3.79,324
"504000f6-838e-4830-9a3c-93eccf9560bd",37.691,4.31,369
"504000f6-838e-4830-9a3c-93eccf9560bd",33.592,4.31,369
"504000f6-838e-4830-9a3c-93eccf9560bd",38.052,4.31,369
"509e52f6-581c-4506-989c-03f5dd2037a8",45.676,4.52,387
"509e52f6-581c-4506-989c-03f5dd2037a8",49.575,4.52,387
"509e52f6-581c-4506-989c-03f5dd2037a8",43.814,4.52,387
"50a42fce-4b23-45bb-b893-f180dbfa61f2",60.781,4.42,378
"50a42fce-4b23-45bb-b893-f180dbfa61f2",64.042,4.42,378
"50a42fce-4b23-45bb-b893-f180dbfa61f2",60.793,4.42,378
"50ceac3f-8636-4e9c-a205-460697cc203e",63.806,4.52,387
"50ceac3f-8636-4e9c-a205-460697cc203e",63.376,4.52,387
"50ceac3f-8636-4e9c-a205-460697cc203e",61.47,4.52,387
"517b127d-8faf-4688-be77-5a63eba22e88",55.82,3.68,315
"517b127d-8faf-4688-be77-5a63eba22e88",61.803,3.68,315
"517b127d-8faf-4688-be77-5a63eba22e88",61.646,3.68,315
"51a482da-7633-4480-a2b2-619187522839",50.356,4.31,369
"51a482da-7633-4480-a2b2-619187522839",49.165,4.31,369
"51a482da-7633-4480-a2b2-619187522839",49.694,4.31,369
"51ae21a6-9098-41dd-bc24-2750cb521748",47.341,4.52,387
"51ae21a6-9098-41dd-bc24-2750cb521748",45.854,4.52,387
"51ae21a6-9098-41dd-bc24-2750cb521748",54.581,4.52,387
"51ca7640-6541-4b3a-a893-1bc752149c72",57.394,3.57,306
"51ca7640-6541-4b3a-a893-1bc752149c72",55.804,3.57,306
"51ca7640-6541-4b3a-a893-1bc752149c72",52.912,3.57,306
"5223ae15-c23b-4ff4-9014-2828531b6b0c",37.473,4.21,360
"5223ae15-c23b-4ff4-9014-2828531b6b0c",38.823,4.21,360
"5223ae15-c23b-4ff4-9014-2828531b6b0c",34.282,4.21,360
"522dfa70-6ca0-44ab-ba44-ed432109fd25",32.92,4.1,351
"522dfa70-6ca0-44ab-ba44-ed432109fd25",25.7,4.1,351
"522dfa70-6ca0-44ab-ba44-ed432109fd25",25.103,4.1,351
"52b4d689-e728-4ecd-a06e-5c246c1a3a98",44.128,4.52,387
"52b4d689-e728-4ecd-a06e-5c246c1a3a98",42.267,4.52,387
"52b4d689-e728-4ecd-a06e-5c246c1a3a98",42.193,4.52,387
"52b97759-dccb-4a5d-a8e8-1ff43860c578",60.195,4.52,387
"52b97759-dccb-4a5d-a8e8-1ff43860c578",68.882,4.52,387
"52b97759-dccb-4a5d-a8e8-1ff43860c578",68.642,4.52,387
"52daccfd-da6d-44e9-813c-36c0fc341b4b",38.933,5.47,468
"52daccfd-da6d-44e9-813c-36c0fc341b4b",37.628,5.47,468
"52daccfd-da6d-44e9-813c-36c0fc341b4b",35.144,5.47,468
"530f0356-19f6-4774-a9a9-d53dfe563c7b",51.022,4.63,396
"530f0356-19f6-4774-a9a9-d53dfe563c7b",48.877,4.63,396
"530f0356-19f6-4774-a9a9-d53dfe563c7b",47.967,4.63,396
"532b2f59-b7e6-4bec-b062-1afa99028139",54.911,5.26,450
"532b2f59-b7e6-4bec-b062-1afa99028139",56.095,5.26,450
"532b2f59-b7e6-4bec-b062-1afa99028139",58.881,5.26,450
"5344ff5f-50ec-4aef-80e2-65dd38fc3d6b",63.919,3.68,315
"5344ff5f-50ec-4aef-80e2-65dd38fc3d6b",50.43,3.68,315
"5344ff5f-50ec-4aef-80e2-65dd38fc3d6b",37.339,3.68,315
"535f1af0-9e7c-4032-b7bd-006c8e872c02",42.48,4.21,360
"535f1af0-9e7c-4032-b7bd-006c8e872c02",41.588,4.21,360
"535f1af0-9e7c-4032-b7bd-006c8e872c02",41.055,4.21,360
"53cb8918-1ae2-4f5e-a990-3312235b6bab",53.068,4.42,378
"53cb8918-1ae2-4f5e-a990-3312235b6bab",54.492,4.42,378
"53cb8918-1ae2-4f5e-a990-3312235b6bab",52.36,4.42,378
"53d5a279-f763-4f6f-a8c8-c7c41bb6d761",37.323,4,342
"53d5a279-f763-4f6f-a8c8-c7c41bb6d761",44.902,4,342
"53d5a279-f763-4f6f-a8c8-c7c41bb6d761",43.941,4,342
"53e55283-6d0a-4783-b5ce-6015af242dc3",45.938,4.42,378
"53e55283-6d0a-4783-b5ce-6015af242dc3",46.593,4.42,378
"53e55283-6d0a-4783-b5ce-6015af242dc3",45.248,4.42,378
"53fec224-1b2f-4dbc-b073-cb3b200a465b",50.835,4.21,360
"53fec224-1b2f-4dbc-b073-cb3b200a465b",49.169,4.21,360
"53fec224-1b2f-4dbc-b073-cb3b200a465b",49.901,4.21,360
"5430d4e1-3918-411f-a09d-67de16fc2623",33.078,3.57,306
"5430d4e1-3918-411f-a09d-67de16fc2623",48.471,3.57,306
"5430d4e1-3918-411f-a09d-67de16fc2623",62.707,3.57,306
"5459dba2-1dd7-4eab-a213-3335f45e7d33",43.114,3.57,306
"5459dba2-1dd7-4eab-a213-3335f45e7d33",43.922,3.57,306
"5459dba2-1dd7-4eab-a213-3335f45e7d33",42.258,3.57,306
"54b4c015-87cb-4b17-8d6c-49c8ec940a4a",51.19,4,342
"54b4c015-87cb-4b17-8d6c-49c8ec940a4a",53.421,4,342
"54b4c015-87cb-4b17-8d6c-49c8ec940a4a",52.433,4,342
"554ddcc5-1c16-4f5e-9fc1-4413e2e2442f",38.42,5.15,441
"554ddcc5-1c16-4f5e-9fc1-4413e2e2442f",38.18,5.15,441
"554ddcc5-1c16-4f5e-9fc1-4413e2e2442f",39.003,5.15,441
"55b020a5-f4b3-4358-8313-3b59c8977bda",49.161,5.26,450
"55b020a5-f4b3-4358-8313-3b59c8977bda",50.249,5.26,450
"55b020a5-f4b3-4358-8313-3b59c8977bda",48.553,5.26,450
"55e8e017-4a5a-4958-a1ee-96b8cf4ae5fa",49.287,3.83,651.4
"55e8e017-4a5a-4958-a1ee-96b8cf4ae5fa",38.084,3.83,651.4
"55e8e017-4a5a-4958-a1ee-96b8cf4ae5fa",42.591,3.83,651.4
"55e93e02-4b5e-4b1b-943c-b258f401a3d4",45.103,4,342
"55e93e02-4b5e-4b1b-943c-b258f401a3d4",42.763,4,342
"55e93e02-4b5e-4b1b-943c-b258f401a3d4",46.258,4,342
"562c8f01-4773-4cde-a6c4-967d94b63dff",60.351,3.68,315
"562c8f01-4773-4cde-a6c4-967d94b63dff",59.825,3.68,315
"562c8f01-4773-4cde-a6c4-967d94b63dff",59.224,3.68,315
"567da0e6-4545-4bcd-a122-082ab2e72c87",42.651,5.89,504
"567da0e6-4545-4bcd-a122-082ab2e72c87",41.052,5.89,504
"567da0e6-4545-4bcd-a122-082ab2e72c87",44.352,5.89,504
"568dbf2b-5d73-439b-9382-2631037a9f9f",64.705,4.21,360
"568dbf2b-5d73-439b-9382-2631037a9f9f",60.126,4.21,360
"568dbf2b-5d73-439b-9382-2631037a9f9f",51.798,4.21,360
"56c4fe85-fd21-46a8-b39d-5ad21c9a776a",48.593,5.36,459
"56c4fe85-fd21-46a8-b39d-5ad21c9a776a",49.003,5.36,459
"56c4fe85-fd21-46a8-b39d-5ad21c9a776a",49.404,5.36,459
"56e3db6e-aba4-4337-9e0f-1f739545d8c4",35.299,5.26,450
"56e3db6e-aba4-4337-9e0f-1f739545d8c4",37.163,5.26,450
"56e3db6e-aba4-4337-9e0f-1f739545d8c4",32.25,5.26,450
"571fdb5b-bef6-4089-b54d-415aa694a238",49.725,4.42,378
"571fdb5b-bef6-4089-b54d-415aa694a238",49.386,4.42,378
"571fdb5b-bef6-4089-b54d-415aa694a238",47.997,4.42,378
"57667587-dac3-4566-a084-da54330fbf23",50.061,4.42,378
"57667587-dac3-4566-a084-da54330fbf23",48.627,4.42,378
"57667587-dac3-4566-a084-da54330fbf23",46.781,4.42,378
"57e90896-5927-4033-a191-ec110982fd9a",49.634,4.1,351
"57e90896-5927-4033-a191-ec110982fd9a",42.718,4.1,351
"57e90896-5927-4033-a191-ec110982fd9a",46.608,4.1,351
"586b4008-9255-42a6-a0da-4c36de7dbf14",27.001,3.68,315
"586b4008-9255-42a6-a0da-4c36de7dbf14",43.769,3.68,315
"586b4008-9255-42a6-a0da-4c36de7dbf14",45.131,3.68,315
"58dee8b2-3f3a-4d64-a1e8-139a3645c5f0",43.034,4.31,369
"58dee8b2-3f3a-4d64-a1e8-139a3645c5f0",42.011,4.31,369
