"uuid","viewDistance","px2mm","cardWidthPx"
"bfd9cd0c-cec0-47cd-b38a-f71b74af52bd",26.065,3.79,324
"bfd9cd0c-cec0-47cd-b38a-f71b74af52bd",52.734,3.79,324
"c0159aa4-1ec9-4e6a-b4e8-0733e036800a",46.193,4.52,387
"c0159aa4-1ec9-4e6a-b4e8-0733e036800a",39.218,4.52,387
"c0159aa4-1ec9-4e6a-b4e8-0733e036800a",42.636,4.52,387
"c0341500-9fba-4ed4-99f8-26f17a554d8f",20.507,10.51,900
"c0341500-9fba-4ed4-99f8-26f17a554d8f",17.103,10.51,900
"c0341500-9fba-4ed4-99f8-26f17a554d8f",20.337,10.51,900
"c04769f9-70de-4597-947c-d939c38dc4ce",45.539,3.68,315
"c04769f9-70de-4597-947c-d939c38dc4ce",43.752,3.68,315
"c04769f9-70de-4597-947c-d939c38dc4ce",40.171,3.68,315
"c0557075-cd8f-49c5-9924-1c51cb53a647",54.84,4.52,387
"c0557075-cd8f-49c5-9924-1c51cb53a647",61.965,4.52,387
"c0557075-cd8f-49c5-9924-1c51cb53a647",54.455,4.52,387
"c05b187b-eb66-420a-aba2-d6a5213495c6",33.752,2,171
"c05b187b-eb66-420a-aba2-d6a5213495c6",45.585,2,171
"c05b187b-eb66-420a-aba2-d6a5213495c6",48.29,2,171
"c05f36de-749c-475c-9cf7-3dc5186db096",48.366,3.47,297
"c05f36de-749c-475c-9cf7-3dc5186db096",43.799,3.47,297
"c05f36de-749c-475c-9cf7-3dc5186db096",49.156,3.47,297
"c0780a69-fce7-4c87-9ed9-2ec6c3ee24c4",51.567,4.31,369
"c0780a69-fce7-4c87-9ed9-2ec6c3ee24c4",46.284,4.31,369
"c0780a69-fce7-4c87-9ed9-2ec6c3ee24c4",47.497,4.31,369
"c0b1dab7-19aa-4feb-af93-12584775b70f",61.285,4.1,351
"c0b1dab7-19aa-4feb-af93-12584775b70f",61.544,4.1,351
"c0b1dab7-19aa-4feb-af93-12584775b70f",60.105,4.1,351
"c0c57bea-cb34-42dd-9605-cbf770398162",26.826,4,342
"c0c57bea-cb34-42dd-9605-cbf770398162",35.357,4,342
"c0c57bea-cb34-42dd-9605-cbf770398162",40.133,4,342
"c0d0ce5a-c586-49a6-b4d6-9dd0c7813a3f",47.228,4.42,378
"c0d0ce5a-c586-49a6-b4d6-9dd0c7813a3f",42.872,4.42,378
"c0d0ce5a-c586-49a6-b4d6-9dd0c7813a3f",38.902,4.42,378
"c0f7772e-3718-4110-8c22-8015022170cd",41.377,5.26,450
"c0f7772e-3718-4110-8c22-8015022170cd",39.442,5.26,450
"c0f7772e-3718-4110-8c22-8015022170cd",36.507,5.26,450
"c122ae2f-b574-4730-abdf-fded48ba52f6",53.404,4.42,378
"c122ae2f-b574-4730-abdf-fded48ba52f6",51.347,4.42,378
"c122ae2f-b574-4730-abdf-fded48ba52f6",48.652,4.42,378
"c197fdbd-0189-4841-9b82-93470b4aecf6",61.003,4.52,387
"c197fdbd-0189-4841-9b82-93470b4aecf6",51.624,4.52,387
"c197fdbd-0189-4841-9b82-93470b4aecf6",61.475,4.52,387
"c1d2c188-0ba0-4a75-9b1d-102c3fa19a2d",47.764,3.68,315
"c1d2c188-0ba0-4a75-9b1d-102c3fa19a2d",46.065,3.68,315
"c1d2c188-0ba0-4a75-9b1d-102c3fa19a2d",49.556,3.68,315
"c1ea9bea-98a2-40e0-9f56-de621e866ce4",52.25,3.68,315
"c1ea9bea-98a2-40e0-9f56-de621e866ce4",51.107,3.68,315
"c1ea9bea-98a2-40e0-9f56-de621e866ce4",53.974,3.68,315
"c23734fd-5217-448e-b00d-7c5ed73c00d9",39.938,5.26,450
"c23734fd-5217-448e-b00d-7c5ed73c00d9",57.765,5.26,450
"c23734fd-5217-448e-b00d-7c5ed73c00d9",54.243,5.26,450
"c23a9588-fddd-4d18-9424-c9c0cadf0cd7",61.358,4,342
"c23a9588-fddd-4d18-9424-c9c0cadf0cd7",59.811,4,342
"c23a9588-fddd-4d18-9424-c9c0cadf0cd7",24.03,4,342
"c2766bb7-4db7-4d4a-bd61-fabb3be2a0a7",53.974,5.26,450
"c2766bb7-4db7-4d4a-bd61-fabb3be2a0a7",55.947,5.26,450
"c2766bb7-4db7-4d4a-bd61-fabb3be2a0a7",58.155,5.26,450
"c2f990bc-93aa-43ee-b731-f30e062265ab",49.56,5.68,486
"c2f990bc-93aa-43ee-b731-f30e062265ab",39.074,5.68,486
"c2f990bc-93aa-43ee-b731-f30e062265ab",49.026,5.68,486
"c326569d-e4d9-423e-85df-3c7dce466db1",49.054,5.26,450
"c326569d-e4d9-423e-85df-3c7dce466db1",47.136,5.26,450
"c326569d-e4d9-423e-85df-3c7dce466db1",45.002,5.26,450
"c347a4d8-8f54-483b-9a46-36bf60adaf0f",60.166,5.68,486
"c347a4d8-8f54-483b-9a46-36bf60adaf0f",52.305,5.68,486
"c347a4d8-8f54-483b-9a46-36bf60adaf0f",47.308,5.68,486
"c3648b9f-1191-4bad-8acf-5c4fb4c2e044",41.891,3.68,315
"c3648b9f-1191-4bad-8acf-5c4fb4c2e044",41.693,3.68,315
"c3648b9f-1191-4bad-8acf-5c4fb4c2e044",43.788,3.68,315
"c36e8cbd-6045-42c3-a7a3-dc630632a93c",59.054,4,342
"c36e8cbd-6045-42c3-a7a3-dc630632a93c",60.32,4,342
"c36e8cbd-6045-42c3-a7a3-dc630632a93c",52.286,4,342
"c3afa000-edae-48c3-863e-2eb94a89646d",39.577,5.26,450
"c3afa000-edae-48c3-863e-2eb94a89646d",38.124,5.26,450
"c3afa000-edae-48c3-863e-2eb94a89646d",43.462,5.26,450
"c3bc080c-c8d7-4b58-83d1-73711688ce8b",35.059,4.63,396
"c3bc080c-c8d7-4b58-83d1-73711688ce8b",40.176,4.63,396
"c3bc080c-c8d7-4b58-83d1-73711688ce8b",40.58,4.63,396
"c3d29361-cc7c-4f66-ae21-a4d3915b1c05",58.024,2.1,180
"c3d29361-cc7c-4f66-ae21-a4d3915b1c05",59.835,2.1,180
"c3d29361-cc7c-4f66-ae21-a4d3915b1c05",57.851,2.1,180
"c4117e22-97dc-4db1-8257-e3835276eb99",43.917,5.26,450
"c4117e22-97dc-4db1-8257-e3835276eb99",42.827,5.26,450
"c4117e22-97dc-4db1-8257-e3835276eb99",42.729,5.26,450
"c43a9828-7212-42b0-922f-a664f2c2ffcd",44.913,3.68,315
"c43a9828-7212-42b0-922f-a664f2c2ffcd",44.332,3.68,315
"c43a9828-7212-42b0-922f-a664f2c2ffcd",44.272,3.68,315
"c43b01d9-441f-42e3-a616-76eaf8acfe34",53.796,4.73,405
"c43b01d9-441f-42e3-a616-76eaf8acfe34",48.788,4.73,405
"c43b01d9-441f-42e3-a616-76eaf8acfe34",52.189,4.73,405
"c44899b2-d0d9-406c-986e-8e88dbb9a0c0",45.901,4.52,387
"c44899b2-d0d9-406c-986e-8e88dbb9a0c0",48.992,4.52,387
"c44899b2-d0d9-406c-986e-8e88dbb9a0c0",49.226,4.52,387
"c472a276-5786-4fbc-a11f-182a6df8b81b",33.989,5.26,450
"c472a276-5786-4fbc-a11f-182a6df8b81b",31.747,5.26,450
"c472a276-5786-4fbc-a11f-182a6df8b81b",30.654,5.26,450
"c4c11fdb-8a8e-44be-bb5b-ae4ba2a08861",38.361,6.62,567
"c4c11fdb-8a8e-44be-bb5b-ae4ba2a08861",37.044,6.62,567
"c4c11fdb-8a8e-44be-bb5b-ae4ba2a08861",47.666,6.62,567
"c51544ba-571e-4d18-9326-39d795c8dd08",40.8,3.79,324
"c51544ba-571e-4d18-9326-39d795c8dd08",45.172,3.79,324
"c51544ba-571e-4d18-9326-39d795c8dd08",46.441,3.79,324
"c556c710-2aca-4877-ae9a-63a49c3c45b8",47.634,5.99,513
"c556c710-2aca-4877-ae9a-63a49c3c45b8",43.25,5.99,513
"c556c710-2aca-4877-ae9a-63a49c3c45b8",39.284,5.99,513
"c56bc712-5db6-4c24-8fc3-11d91cc388c5",38.554,5.05,432
"c56bc712-5db6-4c24-8fc3-11d91cc388c5",37.672,5.05,432
"c56bc712-5db6-4c24-8fc3-11d91cc388c5",37.909,5.05,432
"c5990c07-d92e-4706-abb0-cfca449541d2",59.128,3.79,324
"c5990c07-d92e-4706-abb0-cfca449541d2",67.974,3.79,324
"c5990c07-d92e-4706-abb0-cfca449541d2",66.129,3.79,324
"c5d6c82b-8498-488d-aa24-6de149ad5077",37.746,3.47,297
"c5d6c82b-8498-488d-aa24-6de149ad5077",49.798,3.47,297
"c5d6c82b-8498-488d-aa24-6de149ad5077",53.087,3.47,297
"c6182259-599e-4ddf-be5b-c507d5af72fa",31.663,4.31,369
"c6182259-599e-4ddf-be5b-c507d5af72fa",34.7,4.31,369
"c6182259-599e-4ddf-be5b-c507d5af72fa",32.828,4.31,369
"c639b536-2671-49c1-b606-a938e4985c54",33.429,5.26,450
"c639b536-2671-49c1-b606-a938e4985c54",34.345,5.26,450
"c639b536-2671-49c1-b606-a938e4985c54",37.753,5.26,450
"c6ca2172-50b2-4142-ad13-8424b223801c",28.573,5.26,450
"c6ca2172-50b2-4142-ad13-8424b223801c",55.382,5.26,450
"c6ca2172-50b2-4142-ad13-8424b223801c",42.087,5.26,450
"c6cbd42a-6b6d-4b2f-923b-1dd0ffa9a315",40.186,6.62,567
"c6cbd42a-6b6d-4b2f-923b-1dd0ffa9a315",37.46,6.62,567
"c6cbd42a-6b6d-4b2f-923b-1dd0ffa9a315",37.707,6.62,567
"c6e1a960-30c7-495c-96db-2c2184c704a4",45.964,3.89,333
"c6e1a960-30c7-495c-96db-2c2184c704a4",46.015,3.89,333
"c6e1a960-30c7-495c-96db-2c2184c704a4",47.549,3.89,333
"c7267866-223a-4d58-a494-3ff76bafc475",50.806,4.31,369
"c7267866-223a-4d58-a494-3ff76bafc475",52.532,4.31,369
"c7267866-223a-4d58-a494-3ff76bafc475",52.823,4.31,369
"c73a9519-9ae8-4469-89ca-92173015daef",63.212,4.42,378
"c73a9519-9ae8-4469-89ca-92173015daef",50.687,4.42,378
"c73a9519-9ae8-4469-89ca-92173015daef",64.189,4.42,378
"c7968047-23f6-4edc-9dd9-44658ef43745",40.123,4.42,378
"c7968047-23f6-4edc-9dd9-44658ef43745",48.744,4.42,378
"c7968047-23f6-4edc-9dd9-44658ef43745",42.44,4.42,378
"c861178b-3283-4d76-b077-c9eadb0cbf6b",57.228,5.26,450
"c861178b-3283-4d76-b077-c9eadb0cbf6b",55.57,5.26,450
"c861178b-3283-4d76-b077-c9eadb0cbf6b",57.216,5.26,450
"c884b1b6-638b-4561-a74f-41762aea3b46",47.4,4.94,423
"c884b1b6-638b-4561-a74f-41762aea3b46",47.907,4.94,423
"c884b1b6-638b-4561-a74f-41762aea3b46",49.444,4.94,423
"c888d2b8-22a6-4878-828d-001c695c2f2e",43.578,4.73,405
"c888d2b8-22a6-4878-828d-001c695c2f2e",67.403,4.73,405
"c888d2b8-22a6-4878-828d-001c695c2f2e",52.841,4.73,405
"c8b4dc64-a0de-4403-a225-4607206b03f9",45.01,4.52,387
"c8b4dc64-a0de-4403-a225-4607206b03f9",48.315,4.52,387
"c8b4dc64-a0de-4403-a225-4607206b03f9",47.528,4.52,387
"c8bd71b7-e29d-41f0-91df-3f57d2881e10",49.054,4.21,360
"c8bd71b7-e29d-41f0-91df-3f57d2881e10",47.882,4.21,360
"c8bd71b7-e29d-41f0-91df-3f57d2881e10",49.768,4.21,360
"c8de6364-9b41-4f42-bc7a-34be77f02298",51.041,5.15,441
"c8de6364-9b41-4f42-bc7a-34be77f02298",58.723,5.15,441
"c8de6364-9b41-4f42-bc7a-34be77f02298",60.129,5.15,441
"c9105586-9c16-4599-aa00-9da87ae66d05",44.348,5.89,504
"c9105586-9c16-4599-aa00-9da87ae66d05",41.975,5.89,504
"c9105586-9c16-4599-aa00-9da87ae66d05",42.492,5.89,504
"c922a2c4-1978-4595-ab01-da260a099ae7",62.523,3.57,306
"c922a2c4-1978-4595-ab01-da260a099ae7",63.925,3.57,306
"c922a2c4-1978-4595-ab01-da260a099ae7",36.492,3.57,306
"c962b172-602e-41b8-b01a-0a6cf579e570",65.273,4.73,405
"c962b172-602e-41b8-b01a-0a6cf579e570",67.035,4.73,405
"c962b172-602e-41b8-b01a-0a6cf579e570",51.409,4.73,405
"ca27e4d3-4d12-4439-a112-04b1b7847896",38.862,3.79,324
"ca27e4d3-4d12-4439-a112-04b1b7847896",63.732,3.79,324
"ca27e4d3-4d12-4439-a112-04b1b7847896",63.284,3.79,324
"ca56dd6c-93cb-4d9c-9ca4-b7ea5d17fa12",64.311,4,342
"ca56dd6c-93cb-4d9c-9ca4-b7ea5d17fa12",61.04,4,342
"ca56dd6c-93cb-4d9c-9ca4-b7ea5d17fa12",61.413,4,342
"ca5cc6cd-280e-42c2-b9ed-15147abe5152",64.01,4.73,405
"ca5cc6cd-280e-42c2-b9ed-15147abe5152",63.301,4.73,405
"ca5cc6cd-280e-42c2-b9ed-15147abe5152",62.686,4.73,405
"ca7572e3-ada9-42c5-9aac-e53a264018e1",45.579,4.1,351
"ca7572e3-ada9-42c5-9aac-e53a264018e1",47.079,4.1,351
"ca7572e3-ada9-42c5-9aac-e53a264018e1",50.268,4.1,351
"caa51c1d-e359-4b6a-b637-1e2ef83d4986",48.814,3.47,297
"caa51c1d-e359-4b6a-b637-1e2ef83d4986",44.659,3.47,297
"caa51c1d-e359-4b6a-b637-1e2ef83d4986",42.434,3.47,297
"caebec95-e739-4b7a-8d58-55b9f81a0a29",63.367,4,342
"caebec95-e739-4b7a-8d58-55b9f81a0a29",67.328,4,342
"caebec95-e739-4b7a-8d58-55b9f81a0a29",60.768,4,342
"cb00fab8-fb46-4c77-a11e-19890521bae5",50.871,4.1,351
"cb00fab8-fb46-4c77-a11e-19890521bae5",51.577,4.1,351
"cb00fab8-fb46-4c77-a11e-19890521bae5",39.786,4.1,351
"cb02f152-ec37-4b05-aede-4507341de3b0",61.14,4.31,369
"cb02f152-ec37-4b05-aede-4507341de3b0",67.682,4.31,369
"cb02f152-ec37-4b05-aede-4507341de3b0",63.173,4.31,369
"cb3fa3f1-0b97-4411-b4e6-bf507b0d230a",39.104,5.36,459
"cb3fa3f1-0b97-4411-b4e6-bf507b0d230a",42.072,5.36,459
"cb3fa3f1-0b97-4411-b4e6-bf507b0d230a",40,5.36,459
"cbc64e74-efe2-455a-8f70-85634d9a0206",44.992,4.52,387
"cbc64e74-efe2-455a-8f70-85634d9a0206",46.61,4.52,387
"cbc64e74-efe2-455a-8f70-85634d9a0206",47.361,4.52,387
"cc230f47-0618-430a-8934-e7fcbeae21c6",51.168,4.1,351
"cc230f47-0618-430a-8934-e7fcbeae21c6",50.614,4.1,351
"cc230f47-0618-430a-8934-e7fcbeae21c6",48.22,4.1,351
"ccdeccd4-4135-4920-a0fa-037e8cf22576",59.387,3.68,315
"ccdeccd4-4135-4920-a0fa-037e8cf22576",50.961,3.68,315
"ccdeccd4-4135-4920-a0fa-037e8cf22576",36.946,3.68,315
"ccee429c-5b70-4cee-aa77-792049eae10f",54.697,3.68,315
"ccee429c-5b70-4cee-aa77-792049eae10f",53.762,3.68,315
"ccee429c-5b70-4cee-aa77-792049eae10f",54.418,3.68,315
"cd294ec9-0235-4654-b3d3-bebef00355d9",42.96,3.68,315
"cd294ec9-0235-4654-b3d3-bebef00355d9",48.358,3.68,315
"cd294ec9-0235-4654-b3d3-bebef00355d9",45.821,3.68,315
"cd4ca387-3b30-4ecc-9489-916dd27b3907",63.454,3.68,315
"cd4ca387-3b30-4ecc-9489-916dd27b3907",59.337,3.68,315
"cd4ca387-3b30-4ecc-9489-916dd27b3907",58.535,3.68,315
"cd662270-9bfd-459b-835b-7418f6ea5fc0",60.121,3.68,315
"cd662270-9bfd-459b-835b-7418f6ea5fc0",47.628,3.68,315
"cd662270-9bfd-459b-835b-7418f6ea5fc0",49.421,3.68,315
"cdbf3de3-a4bb-4427-b24a-995021d00bf8",37.463,5.47,468
"cdbf3de3-a4bb-4427-b24a-995021d00bf8",38.777,5.47,468
"cdbf3de3-a4bb-4427-b24a-995021d00bf8",37.971,5.47,468
"cdca3581-0e07-4572-8ee8-3983f5143fbb",43.475,4.42,378
"cdca3581-0e07-4572-8ee8-3983f5143fbb",48.059,4.42,378
"cdca3581-0e07-4572-8ee8-3983f5143fbb",38.782,4.42,378
"cdd4ab07-2e42-4e2a-8153-969962ef9704",63.373,4.21,360
"cdd4ab07-2e42-4e2a-8153-969962ef9704",61.237,4.21,360
"cdd4ab07-2e42-4e2a-8153-969962ef9704",61.139,4.21,360
"cdded16b-6ee9-43b6-9c6a-16dec684cd6f",44.731,4.52,387
"cdded16b-6ee9-43b6-9c6a-16dec684cd6f",47.2,4.52,387
"cdded16b-6ee9-43b6-9c6a-16dec684cd6f",49.823,4.52,387
"ce610105-c4ad-4353-a5f5-329c5c0f6241",59.094,4,342
"ce610105-c4ad-4353-a5f5-329c5c0f6241",50.142,4,342
"ce610105-c4ad-4353-a5f5-329c5c0f6241",61.053,4,342
"ce6e5783-acd6-46e8-85fc-56c9b4671af7",43.724,5.26,450
"ce6e5783-acd6-46e8-85fc-56c9b4671af7",40.958,5.26,450
"ce6e5783-acd6-46e8-85fc-56c9b4671af7",41.796,5.26,450
"cf4af09d-000f-4ca8-a456-acc3d6b97231",41.864,5.27,451
"cf4af09d-000f-4ca8-a456-acc3d6b97231",28.512,5.27,451
"cf4af09d-000f-4ca8-a456-acc3d6b97231",27.36,5.27,451
"cf5c6e36-3978-4bcd-a6b9-339c8b2236b6",44.698,4,342
"cf5c6e36-3978-4bcd-a6b9-339c8b2236b6",41.217,4,342
"cf5c6e36-3978-4bcd-a6b9-339c8b2236b6",43.435,4,342
"cf8f1b87-1726-47c1-b512-8118a9c59d6f",45.305,5.05,432
"cf8f1b87-1726-47c1-b512-8118a9c59d6f",46.428,5.05,432
"cf8f1b87-1726-47c1-b512-8118a9c59d6f",44.788,5.05,432
"cfa4ad65-5013-440d-9505-afca368ff112",63.114,4.1,351
"cfa4ad65-5013-440d-9505-afca368ff112",63.062,4.1,351
"cfa4ad65-5013-440d-9505-afca368ff112",58.322,4.1,351
"cfc4537a-45c7-45fe-bb57-ab0f615d7430",62.564,5.05,432
"cfc4537a-45c7-45fe-bb57-ab0f615d7430",36.724,5.05,432
"cfc4537a-45c7-45fe-bb57-ab0f615d7430",57.238,5.05,432
"cfde479d-e926-4ba7-b628-b9f5e689c4d1",39.788,4.31,369
"cfde479d-e926-4ba7-b628-b9f5e689c4d1",40.472,4.31,369
"cfde479d-e926-4ba7-b628-b9f5e689c4d1",39.445,4.31,369
"d08d395b-0140-4c55-9c13-36c327c2adbd",46.397,4.21,360
"d08d395b-0140-4c55-9c13-36c327c2adbd",46.927,4.21,360
"d08d395b-0140-4c55-9c13-36c327c2adbd",43.153,4.21,360
"d0a26895-4634-4f8b-9523-7b4df85ed4c6",42.92,5.05,432
"d0a26895-4634-4f8b-9523-7b4df85ed4c6",42.201,5.05,432
"d0a26895-4634-4f8b-9523-7b4df85ed4c6",45.16,5.05,432
"d0bcf383-a176-4ef4-9c2c-4628ef39948a",64.086,5.15,441
"d0bcf383-a176-4ef4-9c2c-4628ef39948a",64.32,5.15,441
"d0bcf383-a176-4ef4-9c2c-4628ef39948a",63.368,5.15,441
"d1081765-a926-4e0c-9569-d4ac544d13ca",48.219,2.84,243
"d1081765-a926-4e0c-9569-d4ac544d13ca",43.471,2.84,243
"d1081765-a926-4e0c-9569-d4ac544d13ca",46.322,2.84,243
"d11f9f41-c5fc-4aa2-b44e-d83722076d53",52.814,4.84,414
"d11f9f41-c5fc-4aa2-b44e-d83722076d53",47.998,4.84,414
"d11f9f41-c5fc-4aa2-b44e-d83722076d53",48.311,4.84,414
"d144119c-5100-4452-8303-b9fd265e0f12",27.8,5.26,450
"d144119c-5100-4452-8303-b9fd265e0f12",27.075,5.26,450
"d144119c-5100-4452-8303-b9fd265e0f12",27.202,5.26,450
"d155ccbd-819a-4ce6-a06e-9cfa3d942b3f",55.585,4,342
"d155ccbd-819a-4ce6-a06e-9cfa3d942b3f",53.314,4,342
"d155ccbd-819a-4ce6-a06e-9cfa3d942b3f",50.114,4,342
"d18c1a96-6512-41d7-a153-31358c3c57f8",43.246,4.21,360
"d18c1a96-6512-41d7-a153-31358c3c57f8",35.714,4.21,360
"d18c1a96-6512-41d7-a153-31358c3c57f8",32.837,4.21,360
"d196553e-3565-41da-94b9-9b693b87adc6",48.389,4,342
"d196553e-3565-41da-94b9-9b693b87adc6",48.502,4,342
"d196553e-3565-41da-94b9-9b693b87adc6",44.05,4,342
"d1c6b1cf-bef2-43df-85e9-e363d3331e92",54.287,5.36,459
"d1c6b1cf-bef2-43df-85e9-e363d3331e92",46.674,5.36,459
"d1c6b1cf-bef2-43df-85e9-e363d3331e92",49.556,5.36,459
"d1e7d553-ff2e-49c5-b7ce-d57658e6d1a8",37.79,3.79,324
"d1e7d553-ff2e-49c5-b7ce-d57658e6d1a8",36.966,3.79,324
"d1e7d553-ff2e-49c5-b7ce-d57658e6d1a8",39.904,3.79,324
"d1ef1f42-558c-41a4-8241-c00056583ca7",26.478,3.79,324
"d1ef1f42-558c-41a4-8241-c00056583ca7",53.935,3.79,324
"d1ef1f42-558c-41a4-8241-c00056583ca7",52.535,3.79,324
"d2ae1def-8bd4-4a54-ac74-3045e6eee88a",49.432,4.52,387
"d2ae1def-8bd4-4a54-ac74-3045e6eee88a",49.703,4.52,387
"d2ae1def-8bd4-4a54-ac74-3045e6eee88a",50.044,4.52,387
"d2e9b04e-36d2-494d-9d57-a2fb8fe5f82e",50.154,5.26,450
"d2e9b04e-36d2-494d-9d57-a2fb8fe5f82e",46.115,5.26,450
"d2e9b04e-36d2-494d-9d57-a2fb8fe5f82e",45.806,5.26,450
"d2f3dd49-ffba-49e0-b802-7252c08990ba",46.864,5.05,432
"d2f3dd49-ffba-49e0-b802-7252c08990ba",41.867,5.05,432
"d2f3dd49-ffba-49e0-b802-7252c08990ba",46.514,5.05,432
"d3a82955-074d-4e00-b7e7-25b119b0a8f6",26.305,5.26,450
"d3a82955-074d-4e00-b7e7-25b119b0a8f6",26.141,5.26,450
"d3a82955-074d-4e00-b7e7-25b119b0a8f6",27.106,5.26,450
"d3bdf90f-5259-4641-8848-a2d58e20e20e",63.528,3.89,333
"d3bdf90f-5259-4641-8848-a2d58e20e20e",60.632,3.89,333
"d3bdf90f-5259-4641-8848-a2d58e20e20e",63.613,3.89,333
"d403ebd1-d746-4b63-8ac6-439e881fbdee",50.981,4.52,387
"d403ebd1-d746-4b63-8ac6-439e881fbdee",48.297,4.52,387
"d403ebd1-d746-4b63-8ac6-439e881fbdee",49.697,4.52,387
"d4312c66-36a4-40f4-8e58-28eccd926bd3",54.042,3.89,333
"d4312c66-36a4-40f4-8e58-28eccd926bd3",46.497,3.89,333
"d4312c66-36a4-40f4-8e58-28eccd926bd3",47.519,3.89,333
"d43fbd21-3fff-41c1-b3da-dbe377b9b090",51.083,5.26,450
"d43fbd21-3fff-41c1-b3da-dbe377b9b090",37.189,5.26,450
"d43fbd21-3fff-41c1-b3da-dbe377b9b090",48.797,5.26,450
"d56a54f4-280f-41bc-bb28-9447ffcc56b5",40.199,5.15,441
"d56a54f4-280f-41bc-bb28-9447ffcc56b5",36.871,5.15,441
"d56a54f4-280f-41bc-bb28-9447ffcc56b5",37.567,5.15,441
"d5e0eb77-9047-4857-aebc-f065010c331f",60.479,3.79,324
"d5e0eb77-9047-4857-aebc-f065010c331f",54.782,3.79,324
"d5e0eb77-9047-4857-aebc-f065010c331f",53.279,3.79,324
"d5fd57e0-8a27-4304-9e73-6b75b0b7250f",46.406,4.21,360
"d5fd57e0-8a27-4304-9e73-6b75b0b7250f",41.935,4.21,360
"d5fd57e0-8a27-4304-9e73-6b75b0b7250f",42.185,4.21,360
"d6033ce0-4396-4eee-9bfa-7006f4db5640",40.854,5.15,441
"d6033ce0-4396-4eee-9bfa-7006f4db5640",40.761,5.15,441
"d6033ce0-4396-4eee-9bfa-7006f4db5640",41.235,5.15,441
"d635ae56-4766-429e-9f2f-5de76ba49b07",50.657,5.26,450
"d635ae56-4766-429e-9f2f-5de76ba49b07",46.672,5.26,450
"d635ae56-4766-429e-9f2f-5de76ba49b07",46.81,5.26,450
"d6558b5c-b973-448d-8f0b-92d364306bd4",58.193,4.42,378
"d6558b5c-b973-448d-8f0b-92d364306bd4",54.212,4.42,378
"d6558b5c-b973-448d-8f0b-92d364306bd4",53.233,4.42,378
"d66d008a-637e-4bea-aba7-d4cda4a6a57d",44.567,5.27,451
"d66d008a-637e-4bea-aba7-d4cda4a6a57d",43.722,5.27,451
"d66d008a-637e-4bea-aba7-d4cda4a6a57d",44.602,5.27,451
"d683f856-a10a-4e98-8f4c-3499fe2af003",29.253,4.52,387
"d683f856-a10a-4e98-8f4c-3499fe2af003",47.689,4.52,387
"d683f856-a10a-4e98-8f4c-3499fe2af003",43.246,4.52,387
"d6a5025e-446c-4659-8b1a-2226ce783c6a",45.94,4.63,396
"d6a5025e-446c-4659-8b1a-2226ce783c6a",44.078,4.63,396
"d6a5025e-446c-4659-8b1a-2226ce783c6a",43.626,4.63,396
"d7507615-f3de-4477-9f82-927a4ab7af78",42.015,5.26,450
"d7507615-f3de-4477-9f82-927a4ab7af78",42.647,5.26,450
"d7507615-f3de-4477-9f82-927a4ab7af78",41.708,5.26,450
"d751affe-7bec-4dd7-8cd4-33838e5292f8",57.68,4.73,405
"d751affe-7bec-4dd7-8cd4-33838e5292f8",56.867,4.73,405
"d751affe-7bec-4dd7-8cd4-33838e5292f8",54.885,4.73,405
"d7899dfb-0250-4860-a294-6befac1d9b33",56.605,3.89,333
"d7899dfb-0250-4860-a294-6befac1d9b33",50.498,3.89,333
"d7899dfb-0250-4860-a294-6befac1d9b33",57.362,3.89,333
"d7b26ec0-a7e3-4914-8098-3425c25d8b23",56.447,4.42,378
"d7b26ec0-a7e3-4914-8098-3425c25d8b23",47.266,4.42,378
"d7b26ec0-a7e3-4914-8098-3425c25d8b23",53.294,4.42,378
"d813fa38-983e-434d-b927-4597dae411dd",52.117,4.94,423
"d813fa38-983e-434d-b927-4597dae411dd",40.965,4.94,423
"d813fa38-983e-434d-b927-4597dae411dd",45.948,4.94,423
"d85de2b2-86ad-46e0-8942-8907fda3c342",42.32,3.57,306
"d85de2b2-86ad-46e0-8942-8907fda3c342",47.207,3.57,306
"d85de2b2-86ad-46e0-8942-8907fda3c342",59.742,3.57,306
"d8701ca5-432b-4fd8-bcb5-237d3540eea7",26.004,3.79,324
"d8701ca5-432b-4fd8-bcb5-237d3540eea7",51.312,3.79,324
"d8701ca5-432b-4fd8-bcb5-237d3540eea7",60.366,3.79,324
"d8baae84-d059-427b-bfe3-973b9a3a59b6",58.218,5.26,450
"d8baae84-d059-427b-bfe3-973b9a3a59b6",56.24,5.26,450
"d8baae84-d059-427b-bfe3-973b9a3a59b6",52.473,5.26,450
"d90a778b-94e7-4ac1-9485-0da89be784be",26.502,5.26,450
"d90a778b-94e7-4ac1-9485-0da89be784be",26.824,5.26,450
"d90a778b-94e7-4ac1-9485-0da89be784be",26.882,5.26,450
"d944721f-6706-4c14-871d-023f730ad6f3",54.313,3.68,315
"d944721f-6706-4c14-871d-023f730ad6f3",49.129,3.68,315
"d944721f-6706-4c14-871d-023f730ad6f3",32.304,3.68,315
"d960d57c-0883-4ac3-9fd7-8c1e7c297ad0",52.142,5.26,450
"d960d57c-0883-4ac3-9fd7-8c1e7c297ad0",48.135,5.26,450
"d960d57c-0883-4ac3-9fd7-8c1e7c297ad0",46.804,5.26,450
"d967b82e-bd66-49a2-a02e-bbfa80e7e261",57.312,4.52,387
