"uuid","viewDistance","session"
"2bbbfe56-437a-4f29-a308-19ada1cbe6d0",36.773,3
"2bbbfe56-437a-4f29-a308-19ada1cbe6d0",33.832,1
"2bd7c2d9-91e1-4ee3-9993-66d4472814f3",43.645,3
"2bd7c2d9-91e1-4ee3-9993-66d4472814f3",46.764,2
"2bd7c2d9-91e1-4ee3-9993-66d4472814f3",48.724,1
"2c28e646-7c88-4a31-8c30-a8b0ec497182",37.536,2
"2c28e646-7c88-4a31-8c30-a8b0ec497182",38.897,3
"2c28e646-7c88-4a31-8c30-a8b0ec497182",55.997,1
"2c53c733-3078-4af2-95d1-db8778ecceaa",51.816,2
"2c53c733-3078-4af2-95d1-db8778ecceaa",52.624,3
"2c53c733-3078-4af2-95d1-db8778ecceaa",49.954,1
"2cc3e7c2-aabe-40c1-b126-9457e653d4f1",41.379,3
"2cc3e7c2-aabe-40c1-b126-9457e653d4f1",44.262,2
"2cc3e7c2-aabe-40c1-b126-9457e653d4f1",41.59,1
"2d139310-fe58-4ccc-a5a7-71f1781be40a",42.114,3
"2d139310-fe58-4ccc-a5a7-71f1781be40a",44.056,2
"2d139310-fe58-4ccc-a5a7-71f1781be40a",46.667,1
"2dac0c22-f9ab-4f7e-a373-be81b4534035",58.706,2
"2dac0c22-f9ab-4f7e-a373-be81b4534035",59.061,3
"2dac0c22-f9ab-4f7e-a373-be81b4534035",61.687,1
"2eafcef1-fab7-485a-92eb-64ae7917b306",34.63,3
"2eafcef1-fab7-485a-92eb-64ae7917b306",35.871,2
"2eafcef1-fab7-485a-92eb-64ae7917b306",36.2,1
"2ec2c450-ca2a-4b1e-a223-550e2b0d7a16",42.049,2
"2ec2c450-ca2a-4b1e-a223-550e2b0d7a16",47.903,3
"2ec2c450-ca2a-4b1e-a223-550e2b0d7a16",27.92,1
"2ef56f84-b4d9-4190-a672-46e2008ffb13",26.354,2
"2ef56f84-b4d9-4190-a672-46e2008ffb13",43.198,3
"2ef56f84-b4d9-4190-a672-46e2008ffb13",25.073,1
"2f04de9d-42e0-4806-b2b7-62dc1993160a",57.596,2
"2f04de9d-42e0-4806-b2b7-62dc1993160a",57.84,3
"2f04de9d-42e0-4806-b2b7-62dc1993160a",58.839,1
"2f45176f-8899-49b0-961d-05de4940ca7d",40.661,2
"2f45176f-8899-49b0-961d-05de4940ca7d",41.875,3
"2f45176f-8899-49b0-961d-05de4940ca7d",42.519,1
"2f64cb9e-31ec-4cb9-a9c5-c746956885e4",39.791,2
"2f64cb9e-31ec-4cb9-a9c5-c746956885e4",46.651,3
"2f64cb9e-31ec-4cb9-a9c5-c746956885e4",55.153,1
"2f6f1afb-303e-425e-b9ff-8115e1d79735",55.819,3
"2f6f1afb-303e-425e-b9ff-8115e1d79735",55.909,2
"2f6f1afb-303e-425e-b9ff-8115e1d79735",44.129,1
"2fc85fa4-9c19-42e6-8e71-fcd68d2a054c",41.066,3
"2fc85fa4-9c19-42e6-8e71-fcd68d2a054c",43.89,2
"2fc85fa4-9c19-42e6-8e71-fcd68d2a054c",41.569,1
"2fefd6b4-0d20-483c-85fd-a3566b45c1e4",46.079,2
"2fefd6b4-0d20-483c-85fd-a3566b45c1e4",47.377,3
"2fefd6b4-0d20-483c-85fd-a3566b45c1e4",49.252,1
"3079bd2d-8c24-48fa-93e6-8999b4054ea5",50.879,3
"3079bd2d-8c24-48fa-93e6-8999b4054ea5",52.163,2
"3079bd2d-8c24-48fa-93e6-8999b4054ea5",45.075,1
"307cc92c-32eb-4112-8e5e-0cba9850efc6",40.113,3
"307cc92c-32eb-4112-8e5e-0cba9850efc6",40.225,2
"307cc92c-32eb-4112-8e5e-0cba9850efc6",39.876,1
"31062d4e-1757-493a-8a9f-2996c5159a34",45.397,2
"31062d4e-1757-493a-8a9f-2996c5159a34",52.931,3
"31062d4e-1757-493a-8a9f-2996c5159a34",47.697,1
"310c97ea-a2c5-4285-b688-01e887f23705",37.275,3
"310c97ea-a2c5-4285-b688-01e887f23705",39.67,2
"310c97ea-a2c5-4285-b688-01e887f23705",44.809,1
"31681693-1e61-4018-a766-e9e4e5748c06",55.666,2
"31681693-1e61-4018-a766-e9e4e5748c06",60.579,3
"31681693-1e61-4018-a766-e9e4e5748c06",43.362,1
"31eb7c4f-d5c7-4bd8-9e51-a81e6b041c68",15.726,2
"31eb7c4f-d5c7-4bd8-9e51-a81e6b041c68",25.839,3
"31eb7c4f-d5c7-4bd8-9e51-a81e6b041c68",10.67,1
"327bc4ba-781d-41be-ad3b-68b0ac22e4d9",59.847,2
"327bc4ba-781d-41be-ad3b-68b0ac22e4d9",60.172,3
"327bc4ba-781d-41be-ad3b-68b0ac22e4d9",61.052,1
"32c89b30-063c-4aa4-ae5a-8f6237995faf",40.833,3
"32c89b30-063c-4aa4-ae5a-8f6237995faf",57.315,2
"32c89b30-063c-4aa4-ae5a-8f6237995faf",58.57,1
"32f6e1ad-9bc3-43a5-830c-9989ac1452df",48.93,3
"32f6e1ad-9bc3-43a5-830c-9989ac1452df",49.063,2
"32f6e1ad-9bc3-43a5-830c-9989ac1452df",49.669,1
"333719f9-1539-494e-a97c-2f4d65aba3a4",43.835,2
"333719f9-1539-494e-a97c-2f4d65aba3a4",49.727,3
"333719f9-1539-494e-a97c-2f4d65aba3a4",50.963,1
"33441493-610c-4a82-947f-fa434561b0b5",43.614,3
"33441493-610c-4a82-947f-fa434561b0b5",46.008,2
"33441493-610c-4a82-947f-fa434561b0b5",50.11,1
"340b0a18-c093-4466-9008-8544fca3a1c5",23.91,3
"340b0a18-c093-4466-9008-8544fca3a1c5",24.988,2
"340b0a18-c093-4466-9008-8544fca3a1c5",29.561,1
"340e16d7-9871-4fc0-a32f-9620a4f1c4d6",39.309,2
"340e16d7-9871-4fc0-a32f-9620a4f1c4d6",42.547,3
"340e16d7-9871-4fc0-a32f-9620a4f1c4d6",38.945,1
"3430b5fb-a5a5-405a-bcde-4840b07190c4",64.434,2
"3430b5fb-a5a5-405a-bcde-4840b07190c4",66.03,3
"3430b5fb-a5a5-405a-bcde-4840b07190c4",64.188,1
"3440426c-0e98-4530-92cc-b3c6f6f13b48",53.808,3
"3440426c-0e98-4530-92cc-b3c6f6f13b48",54.473,2
"3440426c-0e98-4530-92cc-b3c6f6f13b48",53.908,1
"349ab4a2-76f3-4ae5-b62d-88e99029fa70",43.55,2
"349ab4a2-76f3-4ae5-b62d-88e99029fa70",44.297,3
"349ab4a2-76f3-4ae5-b62d-88e99029fa70",46.564,1
"34ab9dd3-558a-4d61-9b62-b19c0655bb35",47.284,2
"34ab9dd3-558a-4d61-9b62-b19c0655bb35",54.503,3
"34ab9dd3-558a-4d61-9b62-b19c0655bb35",54.628,1
"34fc398a-5a37-4a74-91d5-6659616bf510",48.091,2
"34fc398a-5a37-4a74-91d5-6659616bf510",49.338,3
"34fc398a-5a37-4a74-91d5-6659616bf510",49.797,1
"35855160-5038-473e-b2f7-fbf34d52f72c",43,3
"35855160-5038-473e-b2f7-fbf34d52f72c",44.154,2
"35855160-5038-473e-b2f7-fbf34d52f72c",44.661,1
"36c098b4-0233-43bb-8071-c9bb9694bfab",50.376,3
"36c098b4-0233-43bb-8071-c9bb9694bfab",52.113,2
"36c098b4-0233-43bb-8071-c9bb9694bfab",51.297,1
"36da532e-953f-465b-a216-ab6ba5055c75",62.28,3
"36da532e-953f-465b-a216-ab6ba5055c75",66.423,2
"36da532e-953f-465b-a216-ab6ba5055c75",61.918,1
"374bad60-b687-485f-8a7b-06b4bf8207d8",50.499,2
"374bad60-b687-485f-8a7b-06b4bf8207d8",51.669,3
"374bad60-b687-485f-8a7b-06b4bf8207d8",47.859,1
"378e8b4e-3041-4e09-a300-7cc6df650d47",61.637,3
"378e8b4e-3041-4e09-a300-7cc6df650d47",63.263,2
"378e8b4e-3041-4e09-a300-7cc6df650d47",56.119,1
"37be1b88-4cec-4619-a099-b25848f707a0",42.612,2
"37be1b88-4cec-4619-a099-b25848f707a0",43.261,3
"37be1b88-4cec-4619-a099-b25848f707a0",44.483,1
"37d4ed6f-9aaa-47a3-bac6-f771a069c3b7",33.794,3
"37d4ed6f-9aaa-47a3-bac6-f771a069c3b7",34.364,2
"37d4ed6f-9aaa-47a3-bac6-f771a069c3b7",37.416,1
"37dbdaa7-08e5-44d8-915d-e4cb0abaf4ca",38.545,2
"37dbdaa7-08e5-44d8-915d-e4cb0abaf4ca",58.196,3
"37dbdaa7-08e5-44d8-915d-e4cb0abaf4ca",46.852,1
"389e1de9-f27d-459b-8652-1f206c432578",52.037,3
"389e1de9-f27d-459b-8652-1f206c432578",52.393,2
"389e1de9-f27d-459b-8652-1f206c432578",53.849,1
"38f70b5b-8533-45bc-9c41-8bc20950709e",42.033,3
"38f70b5b-8533-45bc-9c41-8bc20950709e",42.326,2
"38f70b5b-8533-45bc-9c41-8bc20950709e",43.793,1
"39308528-27d5-4fe2-9d1f-7b81a6c5f89d",53.322,2
"39308528-27d5-4fe2-9d1f-7b81a6c5f89d",55.082,3
"39308528-27d5-4fe2-9d1f-7b81a6c5f89d",57.089,1
"39355f6a-1efc-462a-9319-dfeadd12e9d0",45.302,3
"39355f6a-1efc-462a-9319-dfeadd12e9d0",49.322,2
"39355f6a-1efc-462a-9319-dfeadd12e9d0",51.333,1
"39acf276-62b4-49fe-95f3-171504ae66ed",52.828,2
"39acf276-62b4-49fe-95f3-171504ae66ed",53.087,3
"39acf276-62b4-49fe-95f3-171504ae66ed",50.001,1
"39bc2485-06ed-444f-a333-5eacabdc98a7",68.383,2
"39bc2485-06ed-444f-a333-5eacabdc98a7",68.643,3
"39bc2485-06ed-444f-a333-5eacabdc98a7",60.173,1
"3a0747e1-bc5e-44e8-bfe0-2ae5bbfab8ae",52.167,2
"3a0747e1-bc5e-44e8-bfe0-2ae5bbfab8ae",65.915,3
"3a0747e1-bc5e-44e8-bfe0-2ae5bbfab8ae",41.402,1
"3a0b4ae9-c342-4dad-814b-bf0b0c4bd665",37.825,3
"3a0b4ae9-c342-4dad-814b-bf0b0c4bd665",42.044,2
"3a0b4ae9-c342-4dad-814b-bf0b0c4bd665",40.318,1
"3a1efe71-173c-4410-83f9-e4e9778dfa1a",60.974,2
"3a1efe71-173c-4410-83f9-e4e9778dfa1a",62.811,3
"3a1efe71-173c-4410-83f9-e4e9778dfa1a",40.312,1
"3a382e4c-c4e6-42ca-8f1b-a5048ba68297",35.336,2
"3a382e4c-c4e6-42ca-8f1b-a5048ba68297",46.811,3
"3a382e4c-c4e6-42ca-8f1b-a5048ba68297",45.194,1
"3a87ea30-03ad-4429-8ed5-b803f4da52e1",46.925,3
"3a87ea30-03ad-4429-8ed5-b803f4da52e1",47.017,2
"3a87ea30-03ad-4429-8ed5-b803f4da52e1",50.036,1
"3b2f042e-2c22-49d5-abcc-c0dc31e35e62",49.58,3
"3b2f042e-2c22-49d5-abcc-c0dc31e35e62",50.764,2
"3b2f042e-2c22-49d5-abcc-c0dc31e35e62",51.322,1
"3bf87bfb-5ed9-4d32-8f7e-3101a2f0c9d0",59.957,3
"3bf87bfb-5ed9-4d32-8f7e-3101a2f0c9d0",61.601,2
"3bf87bfb-5ed9-4d32-8f7e-3101a2f0c9d0",59.896,1
"3c0b76e9-f0df-435a-9f38-657e65172d1d",38.702,3
"3c0b76e9-f0df-435a-9f38-657e65172d1d",38.931,2
"3c0b76e9-f0df-435a-9f38-657e65172d1d",42.963,1
"3c58a09d-cf65-4ea2-a1b0-a9b9d7340e6e",61.749,2
"3c58a09d-cf65-4ea2-a1b0-a9b9d7340e6e",65.124,3
"3c58a09d-cf65-4ea2-a1b0-a9b9d7340e6e",64.751,1
"3c92de00-9fe4-423a-b933-06fc8a5eb1da",56.785,3
"3c92de00-9fe4-423a-b933-06fc8a5eb1da",60.023,2
"3c92de00-9fe4-423a-b933-06fc8a5eb1da",59.87,1
"3ceeeb2f-492e-40ad-9302-f4e8b2dda26a",38.081,3
"3ceeeb2f-492e-40ad-9302-f4e8b2dda26a",39.495,2
"3ceeeb2f-492e-40ad-9302-f4e8b2dda26a",40.865,1
"3cf42fbb-2c49-4c6c-a2f5-0524020a231c",52.14,2
"3cf42fbb-2c49-4c6c-a2f5-0524020a231c",54.702,3
"3cf42fbb-2c49-4c6c-a2f5-0524020a231c",52.977,1
"3d8b8b64-18b1-420e-b996-75c4866e09e2",35.309,3
"3d8b8b64-18b1-420e-b996-75c4866e09e2",40.728,2
"3d8b8b64-18b1-420e-b996-75c4866e09e2",39.459,1
"3e5bef41-6093-48e0-987b-53a9fc9e020d",49.008,2
"3e5bef41-6093-48e0-987b-53a9fc9e020d",50.495,3
"3e5bef41-6093-48e0-987b-53a9fc9e020d",29.058,1
"3eaba56c-8e85-448d-bb17-10fdbf09a907",43.407,2
"3eaba56c-8e85-448d-bb17-10fdbf09a907",52.376,3
"3eaba56c-8e85-448d-bb17-10fdbf09a907",50.257,1
"3ed8acd5-9613-4da3-8b7a-8a44e6c1dfcc",65.822,3
"3ed8acd5-9613-4da3-8b7a-8a44e6c1dfcc",66.859,2
"3ed8acd5-9613-4da3-8b7a-8a44e6c1dfcc",59.931,1
"3f609091-4449-4d7c-bf14-1787c6f2cc69",54.348,2
"3f609091-4449-4d7c-bf14-1787c6f2cc69",54.858,3
"3f609091-4449-4d7c-bf14-1787c6f2cc69",42.13,1
"3fa401bc-c3c5-4146-901c-51a1e8486326",45.379,2
"3fa401bc-c3c5-4146-901c-51a1e8486326",46.477,3
"3fa401bc-c3c5-4146-901c-51a1e8486326",45.801,1
"401f1c81-afc1-493b-a78c-4cd1f337db18",43.991,2
"401f1c81-afc1-493b-a78c-4cd1f337db18",44.336,3
"401f1c81-afc1-493b-a78c-4cd1f337db18",45.768,1
"407ed52b-e1ee-4871-8bf9-a18193496fb5",48.045,2
"407ed52b-e1ee-4871-8bf9-a18193496fb5",48.469,3
"407ed52b-e1ee-4871-8bf9-a18193496fb5",44.31,1
"416a6208-9bd3-47e8-aa7d-c9e99560ac65",46.004,2
"416a6208-9bd3-47e8-aa7d-c9e99560ac65",46.593,3
"416a6208-9bd3-47e8-aa7d-c9e99560ac65",45.494,1
"41a2c8a2-16c8-4db5-87fa-459062035387",50.544,3
"41a2c8a2-16c8-4db5-87fa-459062035387",53.147,2
"41a2c8a2-16c8-4db5-87fa-459062035387",61.601,1
"4207c88e-5d15-4a6a-b10f-f9c892e5fbf0",57.456,3
"4207c88e-5d15-4a6a-b10f-f9c892e5fbf0",60.11,2
"4207c88e-5d15-4a6a-b10f-f9c892e5fbf0",60.125,1
"42308f03-59a3-42a9-af6a-23a8bb604e46",33.655,2
"42308f03-59a3-42a9-af6a-23a8bb604e46",34.961,3
"42308f03-59a3-42a9-af6a-23a8bb604e46",36.054,1
"429658b2-60f1-496b-8968-03157af894fa",39.473,2
"429658b2-60f1-496b-8968-03157af894fa",39.627,3
"429658b2-60f1-496b-8968-03157af894fa",36.884,1
"42de9348-d69f-442f-92b4-9bbbe5b7c667",48.43,2
"42de9348-d69f-442f-92b4-9bbbe5b7c667",49.064,3
"42de9348-d69f-442f-92b4-9bbbe5b7c667",49.552,1
"435d5a5e-dcc2-4a70-8ef3-57bdfbeaf89b",45.953,2
"435d5a5e-dcc2-4a70-8ef3-57bdfbeaf89b",46.595,3
"435d5a5e-dcc2-4a70-8ef3-57bdfbeaf89b",49.688,1
"436c59da-b8cc-4b3b-a0a4-0d7a7ad4d82a",21.202,2
"436c59da-b8cc-4b3b-a0a4-0d7a7ad4d82a",22.762,3
"436c59da-b8cc-4b3b-a0a4-0d7a7ad4d82a",23.283,1
"448f7f25-ccf2-494a-9b3c-16a28921539d",65.827,3
"448f7f25-ccf2-494a-9b3c-16a28921539d",67.235,2
"448f7f25-ccf2-494a-9b3c-16a28921539d",58.51,1
"44ee3eee-2d49-4586-adf0-f636662de857",39.696,2
"44ee3eee-2d49-4586-adf0-f636662de857",40.178,3
"44ee3eee-2d49-4586-adf0-f636662de857",41.949,1
"450c3a06-729f-4f7a-918a-61f0341a0c1b",39.613,3
"450c3a06-729f-4f7a-918a-61f0341a0c1b",40.328,2
"450c3a06-729f-4f7a-918a-61f0341a0c1b",43.781,1
"451816b1-9d09-47f3-8e29-80a670455f35",47.585,3
"451816b1-9d09-47f3-8e29-80a670455f35",53.301,2
"451816b1-9d09-47f3-8e29-80a670455f35",46.135,1
"4589aa5d-3fde-49c4-8349-d3c56bacc81f",58.187,3
"4589aa5d-3fde-49c4-8349-d3c56bacc81f",58.796,2
"4589aa5d-3fde-49c4-8349-d3c56bacc81f",59.85,1
"45e567e4-1fa7-4ec5-acd3-a002df6753b8",39.151,3
"45e567e4-1fa7-4ec5-acd3-a002df6753b8",39.772,2
"45e567e4-1fa7-4ec5-acd3-a002df6753b8",41.672,1
"45ffa49e-3db6-4ca9-a681-3b9a248a7a59",46.235,2
"45ffa49e-3db6-4ca9-a681-3b9a248a7a59",47.111,3
"45ffa49e-3db6-4ca9-a681-3b9a248a7a59",49.867,1
"46442b8a-85f2-4963-8ed6-40bbcb8fc4e1",43.148,2
"46442b8a-85f2-4963-8ed6-40bbcb8fc4e1",43.609,3
"46442b8a-85f2-4963-8ed6-40bbcb8fc4e1",45.766,1
"467d4147-6d35-4b20-bb91-bd4f9df15ec1",38.112,3
"467d4147-6d35-4b20-bb91-bd4f9df15ec1",38.511,2
"467d4147-6d35-4b20-bb91-bd4f9df15ec1",38.269,1
"468ae3d8-72e5-4b0d-9722-ebee91f9406e",54.077,3
"468ae3d8-72e5-4b0d-9722-ebee91f9406e",56.946,2
"468ae3d8-72e5-4b0d-9722-ebee91f9406e",56.861,1
"469705c4-34f4-4d5e-9c88-4c3bb3eceec3",35.304,2
"469705c4-34f4-4d5e-9c88-4c3bb3eceec3",35.591,3
"469705c4-34f4-4d5e-9c88-4c3bb3eceec3",32.548,1
"46fbb1b2-8c2c-4174-b20b-5e7ba37bdd8b",51.218,3
"46fbb1b2-8c2c-4174-b20b-5e7ba37bdd8b",51.437,2
"46fbb1b2-8c2c-4174-b20b-5e7ba37bdd8b",54.915,1
"47277ece-1cc9-4981-99d4-20dbe10d0765",54.595,2
"47277ece-1cc9-4981-99d4-20dbe10d0765",54.853,3
"47277ece-1cc9-4981-99d4-20dbe10d0765",58.08,1
"478e4be4-0aef-4518-ba49-00da92c28e5c",44.386,2
"478e4be4-0aef-4518-ba49-00da92c28e5c",46.892,3
"478e4be4-0aef-4518-ba49-00da92c28e5c",52.084,1
"47abed69-4041-4c0d-a952-0e3d271f8490",50.605,2
"47abed69-4041-4c0d-a952-0e3d271f8490",54.271,3
"47abed69-4041-4c0d-a952-0e3d271f8490",49.731,1
"47bffd5e-ae45-486b-ad13-2a442918908e",63.96,3
"47bffd5e-ae45-486b-ad13-2a442918908e",64.382,2
"47bffd5e-ae45-486b-ad13-2a442918908e",66.777,1
"4836a70a-15bd-480f-b6c4-28015672b632",31.606,3
"4836a70a-15bd-480f-b6c4-28015672b632",31.888,2
"4836a70a-15bd-480f-b6c4-28015672b632",33.686,1
"48389108-5c68-49d7-8d5a-ac89f2566b03",45.939,3
"48389108-5c68-49d7-8d5a-ac89f2566b03",50.313,2
"48389108-5c68-49d7-8d5a-ac89f2566b03",49.31,1
"4840497c-6b83-4cdb-947e-cb1b4d458926",53.598,3
"4840497c-6b83-4cdb-947e-cb1b4d458926",53.731,2
"4840497c-6b83-4cdb-947e-cb1b4d458926",55.361,1
"485324f1-16e6-4785-8d23-0501ade70d35",46.045,2
"485324f1-16e6-4785-8d23-0501ade70d35",46.217,3
"485324f1-16e6-4785-8d23-0501ade70d35",51.122,1
"48cad1f0-3f9f-464e-aaf3-57f6d67b80d5",31.317,3
"48cad1f0-3f9f-464e-aaf3-57f6d67b80d5",37.885,2
"48cad1f0-3f9f-464e-aaf3-57f6d67b80d5",29.21,1
"48f9a63a-61e7-4afd-aaad-5e6f6373d3ae",50.624,2
"48f9a63a-61e7-4afd-aaad-5e6f6373d3ae",56.81,3
"48f9a63a-61e7-4afd-aaad-5e6f6373d3ae",26.538,1
"49297bad-88ba-4675-ad19-1078583fa859",67.852,2
"49297bad-88ba-4675-ad19-1078583fa859",67.963,3
"49297bad-88ba-4675-ad19-1078583fa859",59.572,1
"49a3d795-382f-4560-bbe4-cfa73c16f418",22.801,3
"49a3d795-382f-4560-bbe4-cfa73c16f418",23.397,2
"49a3d795-382f-4560-bbe4-cfa73c16f418",22.961,1
"49f02546-44bd-4bfd-a0fc-66609c2e252d",43.697,2
"49f02546-44bd-4bfd-a0fc-66609c2e252d",45.6,3
"49f02546-44bd-4bfd-a0fc-66609c2e252d",37.066,1
"4b114710-1174-4abe-8db9-2f973e948e9f",41.735,2
"4b114710-1174-4abe-8db9-2f973e948e9f",50.31,3
"4b114710-1174-4abe-8db9-2f973e948e9f",42.411,1
"4b4b161a-67c6-4107-8e0a-6130a83c676d",65.12,3
"4b4b161a-67c6-4107-8e0a-6130a83c676d",65.619,2
"4b4b161a-67c6-4107-8e0a-6130a83c676d",66.397,1
"4b684406-2a5a-49cd-a0f6-d0eb1d71fdfb",49.078,3
"4b684406-2a5a-49cd-a0f6-d0eb1d71fdfb",49.304,2
"4b684406-2a5a-49cd-a0f6-d0eb1d71fdfb",44.675,1
"4b6b6601-acb3-4a45-a62b-5ccb2a11f73e",43.057,2
"4b6b6601-acb3-4a45-a62b-5ccb2a11f73e",56.668,3
"4b6b6601-acb3-4a45-a62b-5ccb2a11f73e",40.722,1
"4c70a6de-6673-4217-b3fc-dac3eb8189aa",54.041,3
"4c70a6de-6673-4217-b3fc-dac3eb8189aa",54.62,2
"4c70a6de-6673-4217-b3fc-dac3eb8189aa",55.161,1
"4c9418cf-d27b-4066-98e5-6a4bff253001",41.531,2
"4c9418cf-d27b-4066-98e5-6a4bff253001",42.659,3
"4c9418cf-d27b-4066-98e5-6a4bff253001",45.807,1
"4ca17fa6-500d-4194-8bf7-7631cc46ce23",50.232,2
"4ca17fa6-500d-4194-8bf7-7631cc46ce23",50.742,3
"4ca17fa6-500d-4194-8bf7-7631cc46ce23",49.715,1
"4cd2301a-1089-49d1-a631-35c597206dcf",58.542,2
"4cd2301a-1089-49d1-a631-35c597206dcf",65.679,3
"4cd2301a-1089-49d1-a631-35c597206dcf",53.171,1
"4d321356-c75e-4868-a0a2-5d70e690be8d",41.505,3
"4d321356-c75e-4868-a0a2-5d70e690be8d",43.03,2
"4d321356-c75e-4868-a0a2-5d70e690be8d",51.565,1
"4d6b6dfd-f442-48c1-a7ef-405533f70811",46.447,2
"4d6b6dfd-f442-48c1-a7ef-405533f70811",48.343,3
"4d6b6dfd-f442-48c1-a7ef-405533f70811",49.06,1
"4d7ecd8c-e2eb-436f-b779-5f37ccff3970",34.687,3
"4d7ecd8c-e2eb-436f-b779-5f37ccff3970",38.932,2
"4d7ecd8c-e2eb-436f-b779-5f37ccff3970",49.99,1
"4d8f4ead-d374-4d9f-b857-60167ea1468a",39.477,2
"4d8f4ead-d374-4d9f-b857-60167ea1468a",40.543,3
"4d8f4ead-d374-4d9f-b857-60167ea1468a",39.705,1
"4d97470d-fabc-44dd-ab70-47c65c6f2fad",38.798,3
"4d97470d-fabc-44dd-ab70-47c65c6f2fad",39.445,2
"4d97470d-fabc-44dd-ab70-47c65c6f2fad",46.884,1
"4e194fa5-513f-458e-a30e-18e143f9483e",46.479,2
"4e194fa5-513f-458e-a30e-18e143f9483e",51.09,3
"4e194fa5-513f-458e-a30e-18e143f9483e",55.673,1
"4e2cfdca-971c-4558-a9a3-ca8802659ba3",54.158,3
"4e2cfdca-971c-4558-a9a3-ca8802659ba3",65.233,2
"4e2cfdca-971c-4558-a9a3-ca8802659ba3",52.345,1
"4e3209c9-325a-4515-a17c-15a2331314ca",62.914,3
"4e3209c9-325a-4515-a17c-15a2331314ca",64.869,2
"4e3209c9-325a-4515-a17c-15a2331314ca",56.586,1
"4e4d0054-6511-4bfb-89df-a36b587a7a7c",50.431,2
"4e4d0054-6511-4bfb-89df-a36b587a7a7c",57.672,3
"4e4d0054-6511-4bfb-89df-a36b587a7a7c",61.411,1
"4e52c17b-f3a1-4853-9893-c656d79ef5e5",31.126,3
"4e52c17b-f3a1-4853-9893-c656d79ef5e5",32.321,2
"4e52c17b-f3a1-4853-9893-c656d79ef5e5",31.153,1
"4ef58c70-518b-4bfa-88da-d67f4245730d",52.33,2
"4ef58c70-518b-4bfa-88da-d67f4245730d",53.97,3
"4ef58c70-518b-4bfa-88da-d67f4245730d",57.601,1
"4f014cab-33fc-47d6-99a9-06ddcda0aaf3",59.914,2
"4f014cab-33fc-47d6-99a9-06ddcda0aaf3",62.508,3
"4f014cab-33fc-47d6-99a9-06ddcda0aaf3",62.166,1
"4f10d60e-9080-40f3-a4c2-c5a57b362d60",39.392,3
"4f10d60e-9080-40f3-a4c2-c5a57b362d60",41.726,2
"4f10d60e-9080-40f3-a4c2-c5a57b362d60",39.948,1
"4f2289a5-f8fc-4a31-a5f0-376054343c9c",49.915,3
"4f2289a5-f8fc-4a31-a5f0-376054343c9c",52.083,2
"4f2289a5-f8fc-4a31-a5f0-376054343c9c",56.443,1
"4f7751dc-80e2-4aab-8441-8f889a70689e",50.314,2
"4f7751dc-80e2-4aab-8441-8f889a70689e",60.985,3
"4f7751dc-80e2-4aab-8441-8f889a70689e",54.311,1
"4fa86196-97df-4c7d-bade-8cf87ae9165c",37.407,2
"4fa86196-97df-4c7d-bade-8cf87ae9165c",46.608,3
"4fa86196-97df-4c7d-bade-8cf87ae9165c",38.832,1
"4fbc8e50-5acb-46dd-8079-6fdaa00f4d9d",47.656,3
"4fbc8e50-5acb-46dd-8079-6fdaa00f4d9d",47.941,2
"4fbc8e50-5acb-46dd-8079-6fdaa00f4d9d",49.467,1
"504000f6-838e-4830-9a3c-93eccf9560bd",33.592,2
"504000f6-838e-4830-9a3c-93eccf9560bd",38.052,3
"504000f6-838e-4830-9a3c-93eccf9560bd",37.691,1
"509e52f6-581c-4506-989c-03f5dd2037a8",43.814,3
"509e52f6-581c-4506-989c-03f5dd2037a8",49.575,2
"509e52f6-581c-4506-989c-03f5dd2037a8",45.676,1
"50ceac3f-8636-4e9c-a205-460697cc203e",61.47,3
"50ceac3f-8636-4e9c-a205-460697cc203e",63.376,2
"50ceac3f-8636-4e9c-a205-460697cc203e",63.806,1
"517b127d-8faf-4688-be77-5a63eba22e88",61.646,3
"517b127d-8faf-4688-be77-5a63eba22e88",61.803,2
"517b127d-8faf-4688-be77-5a63eba22e88",55.82,1
"51ca7640-6541-4b3a-a893-1bc752149c72",52.912,3
"51ca7640-6541-4b3a-a893-1bc752149c72",55.804,2
"51ca7640-6541-4b3a-a893-1bc752149c72",57.394,1
"5223ae15-c23b-4ff4-9014-2828531b6b0c",34.282,3
"5223ae15-c23b-4ff4-9014-2828531b6b0c",38.823,2
"5223ae15-c23b-4ff4-9014-2828531b6b0c",37.473,1
"52b4d689-e728-4ecd-a06e-5c246c1a3a98",42.193,3
"52b4d689-e728-4ecd-a06e-5c246c1a3a98",42.267,2
"52b4d689-e728-4ecd-a06e-5c246c1a3a98",44.128,1
"52b97759-dccb-4a5d-a8e8-1ff43860c578",68.642,3
"52b97759-dccb-4a5d-a8e8-1ff43860c578",68.882,2
"52b97759-dccb-4a5d-a8e8-1ff43860c578",60.195,1
"52daccfd-da6d-44e9-813c-36c0fc341b4b",35.144,2
"52daccfd-da6d-44e9-813c-36c0fc341b4b",38.933,3
"52daccfd-da6d-44e9-813c-36c0fc341b4b",37.628,1
"532b2f59-b7e6-4bec-b062-1afa99028139",56.095,2
"532b2f59-b7e6-4bec-b062-1afa99028139",58.881,3
"532b2f59-b7e6-4bec-b062-1afa99028139",54.911,1
"535f1af0-9e7c-4032-b7bd-006c8e872c02",41.055,3
