"uuid","eccentricity_deg","critical_spacing_deg","correctRate","crowdingSession"
"34ab9dd3-558a-4d61-9b62-b19c0655bb35",4,1.39,0.88,2
"7d084df0-de2e-4409-b6f2-990e7ddaabd7",4,1.1,0.92,1
"7d084df0-de2e-4409-b6f2-990e7ddaabd7",4,1.3,0.88,2
"d7b26ec0-a7e3-4914-8098-3425c25d8b23",4,1.18,0.92,1
"d7b26ec0-a7e3-4914-8098-3425c25d8b23",4,1.69,0.88,2
"7c5a40fd-65da-4455-abdd-6237dd5e3063",4,1.73,0.84,1
"7c5a40fd-65da-4455-abdd-6237dd5e3063",4,1.58,0.88,2
"f1f7038c-02d9-462a-9f57-9dc553be5014",6,3.93,0.8,1
"f1f7038c-02d9-462a-9f57-9dc553be5014",6,2.32,0.84,2
"fd640104-488d-4573-bfba-6d04dc95ff03",4,1.69,0.92,1
"fd640104-488d-4573-bfba-6d04dc95ff03",4,2.73,0.84,2
"6e084aa4-5182-4a78-8a41-2a9f08c5b01d",4,1.1,0.88,1
"6e084aa4-5182-4a78-8a41-2a9f08c5b01d",6,1.77,0.92,2
"340b0a18-c093-4466-9008-8544fca3a1c5",4,3,0.4,1
"340b0a18-c093-4466-9008-8544fca3a1c5",6,4.99,0.52,2
"22466610-caa5-4776-ae2e-523a985000d2",4,1.56,0.88,1
"22466610-caa5-4776-ae2e-523a985000d2",4,1.18,0.88,2
"eb3503ab-c1e5-4c11-bbc9-03740849eae4",6,1.51,0.92,1
"eb3503ab-c1e5-4c11-bbc9-03740849eae4",4,1.73,0.88,2
"7e2157f7-f0ca-461a-ae62-d021cac35836",6,1.51,0.92,1
"7e2157f7-f0ca-461a-ae62-d021cac35836",4,1.3,0.92,2
"5d3744c4-406e-4cb7-ae89-5a42362b4f02",4,2.05,0.84,1
"5d3744c4-406e-4cb7-ae89-5a42362b4f02",6,3.66,0.76,2
"9421902e-24c2-4be5-ba78-36f69de35236",4,1.1,0.88,1
"9421902e-24c2-4be5-ba78-36f69de35236",4,1.58,0.88,2
"c2766bb7-4db7-4d4a-bd61-fabb3be2a0a7",4,1.18,0.88,1
"c2766bb7-4db7-4d4a-bd61-fabb3be2a0a7",4,1.69,0.88,2
"42e8fea0-7957-44c5-aec2-307ec9309d24",4,1.3,0.92,2
"d403ebd1-d746-4b63-8ac6-439e881fbdee",4,3,0.6,1
"d403ebd1-d746-4b63-8ac6-439e881fbdee",4,3,0.8,2
"29cc03b0-300b-4d3b-b4b8-644fd012798f",4,1.78,0.84,1
"29cc03b0-300b-4d3b-b4b8-644fd012798f",4,1.3,0.92,2
"c5990c07-d92e-4706-abb0-cfca449541d2",4,1.78,0.88,1
"c5990c07-d92e-4706-abb0-cfca449541d2",4,1,0.88,2
"9364f029-a9ea-48ec-9729-2218a8ff154f",4,1.75,0.84,1
"9364f029-a9ea-48ec-9729-2218a8ff154f",4,1,0.92,2
"f9f03f96-8569-4603-94c2-b6d9281a9064",6,4.99,0.6,1
"f9f03f96-8569-4603-94c2-b6d9281a9064",6,4.99,0.36,2
"6dc5d273-5e39-474e-9517-29e0f80af64b",6,3.57,0.84,1
"6dc5d273-5e39-474e-9517-29e0f80af64b",6,2.88,0.8,2
"ea0947c9-0711-4763-b199-1747dfbf809e",6,4.54,0.68,1
"ea0947c9-0711-4763-b199-1747dfbf809e",4,1.81,0.88,2
"7fdc8a08-a1bf-4ce5-b4ad-26fc87ba7329",6,2.56,0.8,1
"7fdc8a08-a1bf-4ce5-b4ad-26fc87ba7329",4,3,0.8,2
"5af1a0ae-9e3d-4a40-b96a-2bc1dcccadd7",6,1,1,1
"5af1a0ae-9e3d-4a40-b96a-2bc1dcccadd7",6,1.51,0.92,2
"7be06ece-d1cd-4061-a57c-fb9b5ceeaaa8",4,1.55,0.84,1
"7be06ece-d1cd-4061-a57c-fb9b5ceeaaa8",4,1.27,0.88,2
"6abe586f-f879-41a1-beec-403f9ac63bea",4,1.69,0.92,1
"6abe586f-f879-41a1-beec-403f9ac63bea",4,1.39,0.92,2
"f2984684-cd3a-4567-a881-5f236a833a05",4,1.03,0.92,1
"f2984684-cd3a-4567-a881-5f236a833a05",4,1.18,0.92,2
"d8701ca5-432b-4fd8-bcb5-237d3540eea7",6,2.02,0.88,1
"d8701ca5-432b-4fd8-bcb5-237d3540eea7",6,1.06,0.96,2
"ba48b616-e27c-4ad7-a93e-159f695d1b54",4,1.1,0.88,1
"ba48b616-e27c-4ad7-a93e-159f695d1b54",4,1.3,0.88,2
"a17c9d94-eafa-4540-9328-ccc2dccda63a",4,1.18,0.92,1
"a17c9d94-eafa-4540-9328-ccc2dccda63a",4,1.18,0.96,2
"9b6bcfd9-470c-4616-849c-45480e27305c",4,1.58,0.88,1
"9b6bcfd9-470c-4616-849c-45480e27305c",4,1.33,0.88,2
"caa51c1d-e359-4b6a-b637-1e2ef83d4986",4,1.82,0.88,1
"caa51c1d-e359-4b6a-b637-1e2ef83d4986",4,1.1,0.92,2
"28e466ca-6e08-44ee-baef-e9df19c1a0d5",4,1.15,0.92,1
"28e466ca-6e08-44ee-baef-e9df19c1a0d5",4,1.69,0.88,2
"10099bc7-6db4-445e-98d7-df978bdd138d",6,4.76,0.76,1
"10099bc7-6db4-445e-98d7-df978bdd138d",6,2.95,0.88,2
"9b946086-b5cb-45a4-8178-452bfd8098a7",6,3.41,0.84,1
"9b946086-b5cb-45a4-8178-452bfd8098a7",4,1.1,0.92,2
"0696985b-a2dc-48ed-8600-0ce50799317c",4,1.69,0.88,1
"0696985b-a2dc-48ed-8600-0ce50799317c",4,1.3,0.88,2
"aef0d23d-f31b-4495-9d7a-918ebf10b7e8",4,1.33,0.88,1
"aef0d23d-f31b-4495-9d7a-918ebf10b7e8",6,1.71,0.92,2
"57667587-dac3-4566-a084-da54330fbf23",4,1.1,0.92,1
"57667587-dac3-4566-a084-da54330fbf23",4,1,0.92,2
"bd050ac2-4fad-4474-99da-c44fc40d29a6",6,2.19,0.88,1
"bd050ac2-4fad-4474-99da-c44fc40d29a6",4,1.73,0.88,2
"c884b1b6-638b-4561-a74f-41762aea3b46",4,1.91,0.88,1
"c884b1b6-638b-4561-a74f-41762aea3b46",4,1.1,0.92,2
"a780c5e8-0bb9-42d6-b950-e7d8398859b0",6,3.27,0.68,1
"a780c5e8-0bb9-42d6-b950-e7d8398859b0",6,2.23,0.84,2
"6c9af8fb-d684-447c-a6fc-947033b97cf1",4,1.91,0.88,1
"6c9af8fb-d684-447c-a6fc-947033b97cf1",4,1.33,0.88,2
"b5b950b9-9ca5-4658-a8a8-2e94c82cb364",4,1.1,0.92,1
"b5b950b9-9ca5-4658-a8a8-2e94c82cb364",4,1.4,0.88,2
"8c43aafa-9888-4ba2-a790-6f433db88631",4,1.3,0.88,1
"8c43aafa-9888-4ba2-a790-6f433db88631",4,1.3,0.92,2
"e3d131ae-76ea-43f8-9a57-2c5d1524d4de",6,4.99,0.4,1
"e3d131ae-76ea-43f8-9a57-2c5d1524d4de",6,4.99,0.44,2
"737090e3-c40e-4249-ae67-21a5a0f36d7f",6,4.99,0.44,1
"737090e3-c40e-4249-ae67-21a5a0f36d7f",4,2.73,0.84,2
"d43fbd21-3fff-41c1-b3da-dbe377b9b090",4,1.79,0.84,1
"d43fbd21-3fff-41c1-b3da-dbe377b9b090",4,2.81,0.72,2
"f5704922-af4d-4f18-a011-02c2d6cdacc0",4,1,0.88,1
"f5704922-af4d-4f18-a011-02c2d6cdacc0",4,1,0.96,2
"9c37055d-8cf8-4188-93e3-b2af48dc418d",4,1.58,0.88,1
"9c37055d-8cf8-4188-93e3-b2af48dc418d",4,1.1,0.92,2
"d196553e-3565-41da-94b9-9b693b87adc6",6,4.46,0.76,1
"d196553e-3565-41da-94b9-9b693b87adc6",4,1.39,0.88,2
"46fbb1b2-8c2c-4174-b20b-5e7ba37bdd8b",4,1.3,0.92,1
"46fbb1b2-8c2c-4174-b20b-5e7ba37bdd8b",4,1.39,0.92,2
"c8b4dc64-a0de-4403-a225-4607206b03f9",4,1.3,0.92,1
"c8b4dc64-a0de-4403-a225-4607206b03f9",6,2.77,0.88,2
"4e3209c9-325a-4515-a17c-15a2331314ca",4,1.1,0.92,1
"4e3209c9-325a-4515-a17c-15a2331314ca",4,1.1,0.88,2
"b9f647ab-8db9-438a-8782-6f121072e059",4,1.1,0.88,1
"b9f647ab-8db9-438a-8782-6f121072e059",4,1.69,0.92,2
"4cd2301a-1089-49d1-a631-35c597206dcf",6,1.99,0.84,1
"4cd2301a-1089-49d1-a631-35c597206dcf",6,2.98,0.88,2
"da4a0951-e83f-4930-a9e6-2237cfeeca83",4,1.58,0.88,1
"da4a0951-e83f-4930-a9e6-2237cfeeca83",4,1.58,0.88,2
"37be1b88-4cec-4619-a099-b25848f707a0",4,1,1,1
"37be1b88-4cec-4619-a099-b25848f707a0",6,1.3,0.96,2
"e3d1cc4f-37f7-4284-9b17-aaae6cd5469c",4,1.18,0.88,1
"e3d1cc4f-37f7-4284-9b17-aaae6cd5469c",4,1.3,0.92,2
"e4048561-1f6e-4430-b6a0-78ac1b5e6950",4,1.1,0.92,1
"e4048561-1f6e-4430-b6a0-78ac1b5e6950",6,1.83,0.88,2
"4b6b6601-acb3-4a45-a62b-5ccb2a11f73e",6,4.99,0.68,1
"4b6b6601-acb3-4a45-a62b-5ccb2a11f73e",4,3,0.48,2
"3f609091-4449-4d7c-bf14-1787c6f2cc69",4,1.58,0.88,1
"3f609091-4449-4d7c-bf14-1787c6f2cc69",4,1,0.92,2
"1d26d92e-c09f-4d92-a77c-ddbe1273e6a6",4,1,0.92,1
"1d26d92e-c09f-4d92-a77c-ddbe1273e6a6",4,1.3,0.92,2
"14a9bb0f-370f-4510-a0da-032ed7e6f91d",4,3,0.4,1
"14a9bb0f-370f-4510-a0da-032ed7e6f91d",6,4.99,0.6,2
"96919b9a-7874-45cb-aec0-fe67157cb813",4,1.05,0.88,1
"96919b9a-7874-45cb-aec0-fe67157cb813",4,2.1,0.88,2
"12600c1f-1fcb-468c-a501-538aeea3de32",6,3.25,0.84,1
"12600c1f-1fcb-468c-a501-538aeea3de32",6,1.83,0.88,2
"d9e4f4d4-ea3b-4f7a-a415-929439934446",4,1,0.96,1
"d9e4f4d4-ea3b-4f7a-a415-929439934446",4,1.39,0.92,2
"a4e365b2-3793-425a-b159-0a26c06c5fdc",4,1,0.88,1
"a4e365b2-3793-425a-b159-0a26c06c5fdc",4,1.3,0.88,2
"94820be0-5af1-42ae-a1a3-3093d8d90ae0",4,1.1,0.92,1
"94820be0-5af1-42ae-a1a3-3093d8d90ae0",4,1.1,0.92,2
"74c2471d-f6ab-4a9b-a5a6-4568be253871",6,1.47,0.88,1
"74c2471d-f6ab-4a9b-a5a6-4568be253871",6,3.01,0.72,2
"ac905374-45ef-41aa-88c0-950dccb5b3a5",4,2.25,0.84,1
"ac905374-45ef-41aa-88c0-950dccb5b3a5",6,4.45,0.68,2
"c9105586-9c16-4599-aa00-9da87ae66d05",4,1.15,0.92,1
"c9105586-9c16-4599-aa00-9da87ae66d05",4,1,0.96,2
"5f276d62-1c6d-4a0a-9d12-da6941bd960b",4,1,1,1
"5f276d62-1c6d-4a0a-9d12-da6941bd960b",4,1,1,2
"d7899dfb-0250-4860-a294-6befac1d9b33",4,1.58,0.88,1
"d7899dfb-0250-4860-a294-6befac1d9b33",4,1.03,0.92,2
"87c9c69a-4b5d-4734-a9b9-af5b4f4ca5b9",4,1.86,0.88,1
"87c9c69a-4b5d-4734-a9b9-af5b4f4ca5b9",6,1.55,0.92,2
"6f25f2db-9092-4d2a-a5d6-303acb667ee7",6,1.71,0.84,1
"6f25f2db-9092-4d2a-a5d6-303acb667ee7",4,1.03,0.92,2
"d1ef1f42-558c-41a4-8241-c00056583ca7",4,1.58,0.88,1
"d1ef1f42-558c-41a4-8241-c00056583ca7",6,3.75,0.84,2
"acbafd9b-9b86-4bdd-b766-bbafeaa2bcf2",4,1.58,0.84,1
"acbafd9b-9b86-4bdd-b766-bbafeaa2bcf2",4,1.27,0.92,2
"49a3d795-382f-4560-bbe4-cfa73c16f418",6,3.17,0.88,1
"49a3d795-382f-4560-bbe4-cfa73c16f418",6,1.83,0.92,2
"237a3091-a492-4b9e-a297-bc5cf0cdd1db",4,1.58,0.88,1
"237a3091-a492-4b9e-a297-bc5cf0cdd1db",6,1.88,0.84,2
"1deeba66-3dc3-4036-99ed-2cf1d28a7e2b",4,2.19,0.84,1
"1deeba66-3dc3-4036-99ed-2cf1d28a7e2b",4,1.53,0.88,2
"1b7b31aa-9a1a-4564-be27-7e9c8a709776",4,1.1,0.92,1
"1b7b31aa-9a1a-4564-be27-7e9c8a709776",4,1.3,0.92,2
"884fa474-00e6-4e91-a142-aa9b4362f5eb",4,3,0.72,1
"884fa474-00e6-4e91-a142-aa9b4362f5eb",4,2.48,0.56,2
"451816b1-9d09-47f3-8e29-80a670455f35",4,2.48,0.84,1
"451816b1-9d09-47f3-8e29-80a670455f35",4,2.73,0.8,2
"6f0f0f4e-72f5-4b1c-bab3-9f52f939f35c",4,1.73,0.84,1
"6f0f0f4e-72f5-4b1c-bab3-9f52f939f35c",4,2,0.8,2
"afcab474-516e-482d-b7d8-e780eae0cad2",4,1.86,0.84,1
"afcab474-516e-482d-b7d8-e780eae0cad2",4,1.73,0.88,2
"831fb6ea-4539-4a08-ba8a-f06caf258b8d",6,2.44,0.84,1
"831fb6ea-4539-4a08-ba8a-f06caf258b8d",4,1.61,0.88,2
"f966adf8-7f9d-4bae-8db1-31ef997a80ca",6,4.35,0.84,1
"f966adf8-7f9d-4bae-8db1-31ef997a80ca",6,1.59,0.88,2
"cbc64e74-efe2-455a-8f70-85634d9a0206",6,2.52,0.88,1
"cbc64e74-efe2-455a-8f70-85634d9a0206",6,2.34,0.84,2
"2fc85fa4-9c19-42e6-8e71-fcd68d2a054c",4,1,0.96,1
"2fc85fa4-9c19-42e6-8e71-fcd68d2a054c",4,1.27,0.92,2
"349ab4a2-76f3-4ae5-b62d-88e99029fa70",4,1.1,0.92,1
"349ab4a2-76f3-4ae5-b62d-88e99029fa70",4,1.91,0.84,2
"307cc92c-32eb-4112-8e5e-0cba9850efc6",6,1.3,0.92,1
"307cc92c-32eb-4112-8e5e-0cba9850efc6",6,1,0.96,2
"b5bd2df9-4eb7-4a5a-9a54-831724a7a8bf",4,1.33,0.88,1
"b5bd2df9-4eb7-4a5a-9a54-831724a7a8bf",6,2.9,0.88,2
"48cad1f0-3f9f-464e-aaf3-57f6d67b80d5",4,1.3,0.92,1
"48cad1f0-3f9f-464e-aaf3-57f6d67b80d5",6,2.88,0.88,2
"63798fef-99de-44f8-b20f-2014cc71a70c",4,3,0.8,1
"63798fef-99de-44f8-b20f-2014cc71a70c",4,1.5,0.8,2
"ffea6328-cc2b-47f6-acfa-e1a2e545b051",4,2.73,0.84,1
"ffea6328-cc2b-47f6-acfa-e1a2e545b051",4,1.53,0.88,2
"e356492e-db2b-4355-99c3-2cc66f05e45b",4,1,0.96,1
"e356492e-db2b-4355-99c3-2cc66f05e45b",4,1.18,0.92,2
"4d8f4ead-d374-4d9f-b857-60167ea1468a",6,1.44,0.88,1
"4d8f4ead-d374-4d9f-b857-60167ea1468a",6,1.48,0.92,2
"c0557075-cd8f-49c5-9924-1c51cb53a647",4,1.81,0.88,1
"c0557075-cd8f-49c5-9924-1c51cb53a647",4,2.54,0.84,2
"e600be10-b81e-4800-ad55-3f2d9aa00d35",4,2.31,0.84,1
"e600be10-b81e-4800-ad55-3f2d9aa00d35",4,1.1,0.88,2
"e3ff3456-6819-4338-93db-f76fca46fc41",6,1,0.96,1
"e3ff3456-6819-4338-93db-f76fca46fc41",6,1,0.96,2
"32f6e1ad-9bc3-43a5-830c-9989ac1452df",4,1.39,0.92,1
"32f6e1ad-9bc3-43a5-830c-9989ac1452df",4,1.58,0.88,2
"e9e0dd76-a93e-4ade-9468-aeacb952b5cd",4,1,0.92,1
"e9e0dd76-a93e-4ade-9468-aeacb952b5cd",4,1.65,0.88,2
"eb90590a-7915-4525-9aa8-115527e958e5",4,1.15,0.92,1
"eb90590a-7915-4525-9aa8-115527e958e5",4,1.1,0.92,2
"b577738e-c2d2-4b05-ba21-7380e8ee92c0",4,1.3,0.92,1
"b577738e-c2d2-4b05-ba21-7380e8ee92c0",4,1,0.96,2
"c197fdbd-0189-4841-9b82-93470b4aecf6",4,1.55,0.88,1
"c197fdbd-0189-4841-9b82-93470b4aecf6",4,1.41,0.88,2
"243a62c2-a794-4cba-9161-0bb6355d6ce5",4,1,1,1
"243a62c2-a794-4cba-9161-0bb6355d6ce5",4,1,0.96,2
"416a6208-9bd3-47e8-aa7d-c9e99560ac65",4,1,0.96,1
"416a6208-9bd3-47e8-aa7d-c9e99560ac65",4,1,1,2
"7412e01b-f5f8-4c26-b98e-523f79ce7097",4,1.1,0.92,1
"7412e01b-f5f8-4c26-b98e-523f79ce7097",4,1.73,0.88,2
"62ab4b71-fa52-4f5f-b326-27281bb10a3e",4,2.48,0.84,1
"62ab4b71-fa52-4f5f-b326-27281bb10a3e",4,1.58,0.88,2
"c43a9828-7212-42b0-922f-a664f2c2ffcd",6,2.02,0.84,1
"c43a9828-7212-42b0-922f-a664f2c2ffcd",6,3.25,0.84,2
"823d9d12-9e18-4277-a31a-73b706a77317",4,1.65,0.84,1
"823d9d12-9e18-4277-a31a-73b706a77317",4,2.73,0.8,2
"5b78d508-bf76-4030-9864-20f51fb20a2a",6,1.75,0.88,1
"5b78d508-bf76-4030-9864-20f51fb20a2a",6,1.83,0.88,2
"9240002e-bbe5-46dd-b6ac-cd0e6057b959",4,1.69,0.8,1
"9240002e-bbe5-46dd-b6ac-cd0e6057b959",4,1.91,0.88,2
"ca5cc6cd-280e-42c2-b9ed-15147abe5152",4,2.27,0.4,1
"ca5cc6cd-280e-42c2-b9ed-15147abe5152",4,2.27,0.56,2
"45e567e4-1fa7-4ec5-acd3-a002df6753b8",4,1.81,0.84,1
"45e567e4-1fa7-4ec5-acd3-a002df6753b8",4,1.73,0.88,2
"9ce586a3-aac0-4ba1-a9a1-2ecc5d68a7e3",4,2.15,0.84,1
"9ce586a3-aac0-4ba1-a9a1-2ecc5d68a7e3",4,1.61,0.88,2
"1ff936db-7b0f-4796-84e0-29bbd27cad8e",4,1.3,0.92,1
"1ff936db-7b0f-4796-84e0-29bbd27cad8e",4,1.15,0.92,2
"71a0cdcb-98f8-45fa-a343-984a137ae2f3",4,2.25,0.84,1
"71a0cdcb-98f8-45fa-a343-984a137ae2f3",4,2.1,0.84,2
"4b4b161a-67c6-4107-8e0a-6130a83c676d",4,1.44,0.84,1
"4b4b161a-67c6-4107-8e0a-6130a83c676d",4,1.69,0.88,2
"1dae6c92-5683-4a14-947a-cd89276e12e7",4,1.91,0.84,1
"1dae6c92-5683-4a14-947a-cd89276e12e7",4,1.1,0.88,2
"8dcb7d0d-40b9-45a1-bc4b-9797811f0d20",4,1,1,1
"8dcb7d0d-40b9-45a1-bc4b-9797811f0d20",4,1,1,2
"8bb1c208-204f-4f51-afe7-516cdecb7048",4,2.22,0.8,1
"8bb1c208-204f-4f51-afe7-516cdecb7048",4,1.97,0.84,2
"19d55dd0-0149-4b9c-a697-d995bc787592",6,2.29,0.88,1
"19d55dd0-0149-4b9c-a697-d995bc787592",4,1.5,0.92,2
"d967b82e-bd66-49a2-a02e-bbfa80e7e261",4,1.3,0.96,1
"fa3987f9-b586-4028-9956-f932e401e9b9",4,2.19,0.84,1
"d967b82e-bd66-49a2-a02e-bbfa80e7e261",4,1,1,2
"63143a88-2143-4ff7-9c0a-b88bc1e5ec60",4,1.99,0.88,1
"fa3987f9-b586-4028-9956-f932e401e9b9",4,1.39,0.92,2
"63143a88-2143-4ff7-9c0a-b88bc1e5ec60",4,1.3,0.92,2
"c44899b2-d0d9-406c-986e-8e88dbb9a0c0",4,1.05,0.96,1
"c44899b2-d0d9-406c-986e-8e88dbb9a0c0",6,2.22,0.88,2
"5f1028b5-3186-4330-8967-b874f4f84998",4,3,0.44,1
"5f1028b5-3186-4330-8967-b874f4f84998",4,3,0.48,2
"5b74bea0-01cb-465d-afa7-d3d49fd52260",4,1.58,0.88,1
"5b74bea0-01cb-465d-afa7-d3d49fd52260",4,1.33,0.88,2
"c4117e22-97dc-4db1-8257-e3835276eb99",4,1.1,0.92,1
"c4117e22-97dc-4db1-8257-e3835276eb99",4,1.18,0.92,2
"1313e81d-76e4-4ceb-af6e-bdcc1c0074e4",4,2.1,0.88,1
"1313e81d-76e4-4ceb-af6e-bdcc1c0074e4",6,4.99,0.76,2
"f03d0d9e-5bef-4944-a628-f024b58413ac",4,1,0.96,1
"f03d0d9e-5bef-4944-a628-f024b58413ac",4,1,0.96,2
"2eafcef1-fab7-485a-92eb-64ae7917b306",4,1.69,0.88,1
"2eafcef1-fab7-485a-92eb-64ae7917b306",6,3.84,0.84,2
"74e03b9b-e55c-4778-b3a7-9144a6ffb063",4,1.73,0.88,1
"74e03b9b-e55c-4778-b3a7-9144a6ffb063",6,1,0.96,2
"9ca999a3-3542-4951-a528-722d8c323bd7",4,1.61,0.88,1
"9ca999a3-3542-4951-a528-722d8c323bd7",6,2.38,0.84,2
"6b06a717-69b2-4ca6-b10f-50f8c63c559c",4,1.58,0.88,1
"6b06a717-69b2-4ca6-b10f-50f8c63c559c",4,1.58,0.88,2
"58dee8b2-3f3a-4d64-a1e8-139a3645c5f0",6,1.82,0.88,1
"58dee8b2-3f3a-4d64-a1e8-139a3645c5f0",4,1.1,0.92,2
"9bd5cb86-94cb-4fcd-8f97-8d86cb441ffb",6,2.64,0.8,1
"9bd5cb86-94cb-4fcd-8f97-8d86cb441ffb",6,2.84,0.88,2
"76b9676e-4f52-49aa-81f6-b4cf0b7c5430",6,1.53,0.96,1
"76b9676e-4f52-49aa-81f6-b4cf0b7c5430",4,1,0.96,2
"794ebec5-3fa0-4fe4-bf49-5fa526794697",4,1.73,0.84,1
"794ebec5-3fa0-4fe4-bf49-5fa526794697",4,1.58,0.88,2
"4f7751dc-80e2-4aab-8441-8f889a70689e",4,1,0.96,1
"65230539-aee9-4307-801c-a47e569ea072",4,1.73,0.88,1
"4f7751dc-80e2-4aab-8441-8f889a70689e",4,1,0.84,2
"65230539-aee9-4307-801c-a47e569ea072",6,2.62,0.8,2
"d0a26895-4634-4f8b-9523-7b4df85ed4c6",4,1.73,0.88,1
"d0a26895-4634-4f8b-9523-7b4df85ed4c6",4,1.39,0.92,2
"6f5f53f5-a08c-44aa-9967-a4b9beba8c05",4,1.3,0.92,1
"6f5f53f5-a08c-44aa-9967-a4b9beba8c05",4,1.61,0.84,2
"03575ab5-3745-4a56-8e63-55e73d66e86e",4,2.48,0.84,1
"03575ab5-3745-4a56-8e63-55e73d66e86e",4,1.18,0.92,2
"89cdb19e-2ce1-4aa9-866f-87a223897c61",4,2.35,0.52,1
"89cdb19e-2ce1-4aa9-866f-87a223897c61",4,1.53,0.84,2
"478e4be4-0aef-4518-ba49-00da92c28e5c",4,1.1,0.92,1
"478e4be4-0aef-4518-ba49-00da92c28e5c",4,1,0.96,2
"aae058ed-a333-41ff-9f63-856d69230933",4,1.91,0.88,1
"aae058ed-a333-41ff-9f63-856d69230933",6,2.31,0.88,2
"6250db7c-8658-4281-8f39-175e629f1431",4,1,1,1
"6250db7c-8658-4281-8f39-175e629f1431",4,1,0.96,2
"293ebc75-992a-42cd-ac9c-fd432990ace6",6,4.99,0.6,1
"293ebc75-992a-42cd-ac9c-fd432990ace6",4,1.37,0.88,2
"c326569d-e4d9-423e-85df-3c7dce466db1",4,1.18,0.92,1
"c326569d-e4d9-423e-85df-3c7dce466db1",4,1.3,0.92,2
"764f8e61-49ab-4e43-913d-2a3818b25cc5",4,1.1,0.92,1
"764f8e61-49ab-4e43-913d-2a3818b25cc5",6,3.7,0.84,2
"a293839c-f7ec-4c7e-a257-58f460c13a4a",4,1.73,0.88,1
"a293839c-f7ec-4c7e-a257-58f460c13a4a",4,1.05,0.92,2
"806a4513-7622-4db0-83f5-802c72461cb4",4,1.27,0.92,1
"806a4513-7622-4db0-83f5-802c72461cb4",4,1.1,0.92,2
"01b3d146-5f45-4ae7-96fe-4d534394a282",4,2.25,0.8,1
"01b3d146-5f45-4ae7-96fe-4d534394a282",6,4.06,0.68,2
"e0daed20-6d0a-4a73-afee-79884e6b3ffe",4,1.58,0.84,1
"e0daed20-6d0a-4a73-afee-79884e6b3ffe",6,3.05,0.88,2
"b6d96f80-0b17-4e99-966f-5f9680fc111d",4,1.73,0.84,1
"b6d96f80-0b17-4e99-966f-5f9680fc111d",4,1.47,0.88,2
"06d1c356-9179-4f98-ad86-ca49c372fc14",4,1.86,0.84,1
"06d1c356-9179-4f98-ad86-ca49c372fc14",4,1.1,0.92,2
"95133e63-6cb3-401a-bd86-11671b7743c7",4,1.65,0.92,1
"95133e63-6cb3-401a-bd86-11671b7743c7",4,1.1,0.92,2
"da130fe1-7c8c-4862-90d9-2ded0776a2cb",4,1.73,0.84,1
"da130fe1-7c8c-4862-90d9-2ded0776a2cb",4,1.86,0.88,2
"bf40bcb1-d1b5-4bec-9473-593993dd03d0",4,2.15,0.84,1
"bf40bcb1-d1b5-4bec-9473-593993dd03d0",4,1.3,0.92,2
"4f014cab-33fc-47d6-99a9-06ddcda0aaf3",4,1.81,0.88,1
"4f014cab-33fc-47d6-99a9-06ddcda0aaf3",4,1.65,0.88,2
"1420e81d-23e2-4a1b-a869-7758b44e4c67",4,1.65,0.88,1
"1420e81d-23e2-4a1b-a869-7758b44e4c67",4,1.1,0.88,2
"4836a70a-15bd-480f-b6c4-28015672b632",4,1.18,0.92,1
"4836a70a-15bd-480f-b6c4-28015672b632",6,2.38,0.88,2
"007bbc8a-c4c9-4f0c-aef9-4b9e89f3ffee",6,3.02,0.76,1
"007bbc8a-c4c9-4f0c-aef9-4b9e89f3ffee",6,2.75,0.88,2
"378e8b4e-3041-4e09-a300-7cc6df650d47",6,1.5,0.92,1
"378e8b4e-3041-4e09-a300-7cc6df650d47",6,2.35,0.84,2
"74b10d26-f3f3-40d9-bbc1-cb204c3dcf19",6,1.31,0.84,1
"74b10d26-f3f3-40d9-bbc1-cb204c3dcf19",4,1.1,0.88,2
"20b66514-9ee3-4cb2-bbb8-9aa6fe546684",4,3,0.84,1
"20b66514-9ee3-4cb2-bbb8-9aa6fe546684",4,1.21,0.88,2
"1f22681c-aafe-4bd0-ab80-b310c9c2ab11",4,2,0.8,1
"1f22681c-aafe-4bd0-ab80-b310c9c2ab11",4,1.78,0.84,2
"87554008-1a5b-4fd4-8cce-8f360f3711bc",4,1.01,0.84,1
"87554008-1a5b-4fd4-8cce-8f360f3711bc",4,1.32,0.88,2
"d9fafd2b-72cc-477c-b25a-ba3b2997e624",6,2.19,0.84,1
"d9fafd2b-72cc-477c-b25a-ba3b2997e624",4,1,0.96,2
"70dbf0df-19ea-4ab6-860b-850d41aa502c",6,1.3,0.96,1
"70dbf0df-19ea-4ab6-860b-850d41aa502c",6,1.49,0.92,2
"56c4fe85-fd21-46a8-b39d-5ad21c9a776a",4,1,0.96,1
"56c4fe85-fd21-46a8-b39d-5ad21c9a776a",4,1,0.96,2
"310c97ea-a2c5-4285-b688-01e887f23705",4,1,0.96,1
"310c97ea-a2c5-4285-b688-01e887f23705",4,1.3,0.92,2
"a003a09c-fec9-4b99-b732-2bab76a9b37f",4,1.21,0.84,1
"a003a09c-fec9-4b99-b732-2bab76a9b37f",4,1.86,0.84,2
"1395e9dc-26ee-4041-8d67-969a80f8b18a",4,1.15,0.92,1
"1395e9dc-26ee-4041-8d67-969a80f8b18a",6,1.55,0.92,2
"436c59da-b8cc-4b3b-a0a4-0d7a7ad4d82a",6,1.83,0.92,1
